time_s,drive_on,instant_candidate_residual_N,delayed_thermal_artifact_N,total_force_N
356.0,1.0,3.187507612608e-07,2.928444794819323e-08,3.516682632012734e-07
357.0,1.0,3.187507612608e-07,2.9293392348840814e-08,3.462816767147687e-07
358.0,1.0,3.187507612608e-07,2.9302224944480305e-08,3.4848786703588684e-07
359.0,1.0,3.187507612608e-07,2.93109471326743e-08,3.4799005890014237e-07
360.0,1.0,3.187507612608e-07,2.9319560293515868e-08,3.4786972621942904e-07
361.0,1.0,3.187507612608e-07,2.932806578984692e-08,3.478501827146374e-07
362.0,1.0,3.187507612608e-07,2.9336464967473834e-08,3.483014362882928e-07
363.0,1.0,3.187507612608e-07,2.934475915538041e-08,3.497914379031078e-07
364.0,1.0,3.187507612608e-07,2.9352949665938155e-08,3.5085918339928763e-07
365.0,1.0,3.187507612608e-07,2.936103779511393e-08,3.481072985669056e-07
366.0,1.0,3.187507612608e-07,2.9369024822675007e-08,3.4975041822781825e-07
367.0,1.0,3.187507612608e-07,2.9376912012391567e-08,3.46724139380658e-07
368.0,1.0,3.187507612608e-07,2.938470061223667e-08,3.496673727784891e-07
369.0,1.0,3.187507612608e-07,2.939239185458371e-08,3.4661917006772973e-07
370.0,1.0,3.187507612608e-07,2.9399986956401415e-08,3.5033206808937767e-07
371.0,1.0,3.187507612608e-07,2.94074871194464e-08,3.5257953013503287e-07
372.0,1.0,3.187507612608e-07,2.941489353045332e-08,3.4792148701531055e-07
373.0,1.0,3.187507612608e-07,2.9422207361322653e-08,3.4378788164050786e-07
374.0,1.0,3.187507612608e-07,2.942942976930612e-08,3.470840451636165e-07
375.0,1.0,3.187507612608e-07,2.9436561897189795e-08,3.506510734265684e-07
376.0,1.0,3.187507612608e-07,2.944360487347492e-08,3.493005197083254e-07
377.0,1.0,3.187507612608e-07,2.945055981255648e-08,3.486991482707065e-07
378.0,1.0,3.187507612608e-07,2.9457427814899526e-08,3.502255257876092e-07
379.0,1.0,3.187507612608e-07,2.9464209967213283e-08,3.491838781065101e-07
380.0,1.0,3.187507612608e-07,2.9470907342623116e-08,3.5065711897832535e-07
381.0,1.0,3.187507612608e-07,2.947752100084033e-08,3.500671296149343e-07
382.0,1.0,3.187507612608e-07,2.9484051988329826e-08,3.512782141546038e-07
383.0,1.0,3.187507612608e-07,2.9490501338475705e-08,3.4895885476708817e-07
384.0,1.0,3.187507612608e-07,2.9496870071744757e-08,3.5005815013553264e-07
385.0,1.0,3.187507612608e-07,2.950315919584795e-08,3.476396663104764e-07
386.0,1.0,3.187507612608e-07,2.950936970589985e-08,3.470572093435818e-07
387.0,1.0,3.187507612608e-07,2.95155025845761e-08,3.5167979912621405e-07
388.0,1.0,3.187507612608e-07,2.95215588022689e-08,3.487047294157143e-07
389.0,1.0,3.187507612608e-07,2.952753931724054e-08,3.498880617097653e-07
390.0,1.0,3.187507612608e-07,2.9533445075775035e-08,3.4853168636539777e-07
391.0,1.0,3.187507612608e-07,2.9539277012327846e-08,3.471170069712879e-07
392.0,1.0,3.187507612608e-07,2.954503604967375e-08,3.4831776309563857e-07
393.0,1.0,3.187507612608e-07,2.955072309905283e-08,3.511734723953883e-07
394.0,1.0,3.187507612608e-07,2.9556339060314667e-08,3.4941758046967355e-07
395.0,1.0,3.187507612608e-07,2.956188482206073e-08,3.448896997633998e-07
396.0,1.0,3.187507612608e-07,2.9567361261784974e-08,3.4788763360943265e-07
397.0,1.0,3.187507612608e-07,2.957276924601266e-08,3.518881180922221e-07
398.0,1.0,3.187507612608e-07,2.9578109630437504e-08,3.4790127716753757e-07
399.0,1.0,3.187507612608e-07,2.958338326005704e-08,3.4473318713738865e-07
400.0,1.0,3.187507612608e-07,2.9588590969306325e-08,3.521254500009514e-07
401.0,1.0,3.187507612608e-07,2.9593733582189995e-08,3.497092798626156e-07
402.0,1.0,3.187507612608e-07,2.959881191241262e-08,3.48209547455587e-07
403.0,1.0,3.187507612608e-07,2.9603826763507464e-08,3.4761175255214333e-07
404.0,1.0,3.187507612608e-07,2.960877892896362e-08,3.5052424404934706e-07
405.0,1.0,3.187507612608e-07,2.9613669192351577e-08,3.472804636526992e-07
406.0,1.0,3.187507612608e-07,2.961849832744718e-08,3.5066577243727914e-07
407.0,1.0,3.187507612608e-07,2.962326709835409e-08,3.494584189306026e-07
408.0,1.0,3.187507612608e-07,2.9627976259624662e-08,3.4886810137139935e-07
409.0,1.0,3.187507612608e-07,2.9632626556379353e-08,3.486744174278505e-07
410.0,1.0,3.187507612608e-07,2.9637218724424613e-08,3.4803804391179627e-07
411.0,1.0,3.187507612608e-07,2.9641753490369306e-08,3.504837949915878e-07
412.0,1.0,3.187507612608e-07,2.964623157173969e-08,3.46666307168336e-07
413.0,1.0,3.187507612608e-07,2.9650653677092943e-08,3.451575646842325e-07
414.0,1.0,3.187507612608e-07,2.9655020506129284e-08,3.4963466201271424e-07
415.0,1.0,3.187507612608e-07,2.9659332749802668e-08,3.4967257066673694e-07
416.0,1.0,3.187507612608e-07,2.9663591090430133e-08,3.493748346562537e-07
417.0,1.0,3.187507612608e-07,2.9667796201799756e-08,3.4923401420183584e-07
418.0,1.0,3.187507612608e-07,2.9671948749277258e-08,3.477816292534021e-07
419.0,1.0,3.187507612608e-07,2.967604938991129e-08,3.5000177605948233e-07
420.0,1.0,3.187507612608e-07,2.96800987725374e-08,3.4833974377982827e-07
421.0,0.0,0.0,2.930909753788068e-08,2.8334870416250324e-08
422.0,0.0,0.0,2.8942733818657172e-08,2.8318951194146372e-08
423.0,0.0,0.0,2.858094964592396e-08,3.262222904347562e-08
424.0,0.0,0.0,2.822368777534991e-08,2.4753735611259046e-08
425.0,0.0,0.0,2.7870891678158037e-08,2.8870467886749634e-08
426.0,0.0,0.0,2.7522505532181062e-08,2.4164284676933626e-08
427.0,0.0,0.0,2.7178474213028795e-08,2.696200753638285e-08
428.0,0.0,0.0,2.6838743285365936e-08,2.5971488315057562e-08
429.0,0.0,0.0,2.6503258994298862e-08,2.2333202400939105e-08
430.0,0.0,0.0,2.6171968256870124e-08,2.695004343773765e-08
431.0,0.0,0.0,2.584481865365925e-08,2.5084742529274857e-08
432.0,0.0,0.0,2.5521758420488507e-08,2.132334573536602e-08
433.0,0.0,0.0,2.52027364402324e-08,2.6881872621780904e-08
434.0,0.0,0.0,2.4887702234729494e-08,2.7757714590707365e-08
435.0,0.0,0.0,2.4576605956795376e-08,2.755685464138852e-08
436.0,0.0,0.0,2.4269398382335434e-08,2.4987311263638377e-08
437.0,0.0,0.0,2.396603090255624e-08,2.405814717971047e-08
438.0,0.0,0.0,2.3666455516274285e-08,2.632276875806588e-08
439.0,0.0,0.0,2.3370624822320858e-08,2.6735391993001053e-08
440.0,0.0,0.0,2.3078492012041845e-08,2.5345629417793097e-08
441.0,0.0,0.0,2.2790010861891322e-08,2.090693565743172e-08
442.0,0.0,0.0,2.2505135726117682e-08,2.2907825432547525e-08
443.0,0.0,0.0,2.222382152954121e-08,2.3102853818124065e-08
444.0,0.0,0.0,2.1946023760421947e-08,1.832678982258749e-08
445.0,0.0,0.0,2.167169846341667e-08,2.2610419782658218e-08
446.0,0.0,0.0,2.140080223262396e-08,2.594678588458274e-08
447.0,0.0,0.0,2.1133292204716162e-08,2.2413164536317747e-08
448.0,0.0,0.0,2.086912605215721e-08,2.3815952215040722e-08
449.0,0.0,0.0,2.0608261976505247e-08,2.097409143676266e-08
450.0,0.0,0.0,2.035065870179893e-08,2.0204222053831288e-08
451.0,0.0,0.0,2.0096275468026442e-08,2.0858818248188393e-08
452.0,0.0,0.0,1.984507202467611e-08,1.8213418728707245e-08
453.0,0.0,0.0,1.959700862436766e-08,1.766945824989888e-08
454.0,0.0,0.0,1.9352046016563063e-08,2.1884655130901795e-08
455.0,0.0,0.0,1.9110145441356023e-08,2.185483012708906e-08
456.0,0.0,0.0,1.8871268623339073e-08,1.6889055992164374e-08
457.0,0.0,0.0,1.8635377765547334e-08,2.0571375374655064e-08
458.0,0.0,0.0,1.8402435543477993e-08,1.822851559226595e-08
459.0,0.0,0.0,1.817240509918452e-08,1.885202224816538e-08
460.0,0.0,0.0,1.7945250035444712e-08,1.886568731431484e-08
461.0,0.0,0.0,1.7720934410001652e-08,1.970963534625029e-08
462.0,0.0,0.0,1.7499422729876633e-08,1.766485913360301e-08
463.0,0.0,0.0,1.7280679945753176e-08,2.0101003936357048e-08
464.0,0.0,0.0,1.7064671446431258e-08,1.7683497125951106e-08
465.0,0.0,0.0,1.685136305335087e-08,1.8099731598289934e-08
466.0,0.0,0.0,1.6640721015183986e-08,1.4974195832109492e-08
467.0,0.0,0.0,1.6432712002494188e-08,2.0750030023903856e-08
468.0,0.0,0.0,1.622730310246301e-08,1.716695294887294e-08
469.0,0.0,0.0,1.6024461813682223e-08,1.745045666437242e-08
470.0,0.0,0.0,1.5824156041011195e-08,1.2607784418588112e-08
471.0,0.0,0.0,1.5626354090498553e-08,1.398095004434035e-08
472.0,0.0,0.0,1.543102466436732e-08,1.7906792040204782e-08
473.0,0.0,0.0,1.523813685606273e-08,1.5811919092647938e-08
474.0,0.0,0.0,1.5047660145361946e-08,1.1220100675704092e-08
475.0,0.0,0.0,1.4859564393544921e-08,1.693614425151256e-08
476.0,0.0,0.0,1.4673819838625609e-08,1.3586254229920162e-08
477.0,0.0,0.0,1.449039709064279e-08,1.7313031062396213e-08
478.0,0.0,0.0,1.4309267127009753e-08,1.4133595769802354e-08
479.0,0.0,0.0,1.4130401287922131e-08,1.4539814659963191e-08
480.0,0.0,0.0,1.3953771271823105e-08,1.6311680429006403e-08
481.0,0.0,0.0,1.3779349130925316e-08,1.1984363189215992e-08
482.0,0.0,0.0,1.360710726678875e-08,1.162141365112087e-08
483.0,0.0,0.0,1.3437018425953891e-08,1.3044021585157676e-08
484.0,0.0,0.0,1.3269055695629466e-08,1.492340129487191e-08
485.0,0.0,0.0,1.3103192499434098e-08,1.0441437994207117e-08
486.0,0.0,0.0,1.2939402593191172e-08,9.60333339341298e-09
487.0,0.0,0.0,1.2777660060776283e-08,1.4425101914863868e-08
488.0,0.0,0.0,1.2617939310016578e-08,1.141198268488257e-08
489.0,0.0,0.0,1.2460215068641369e-08,1.1675763042800803e-08
490.0,0.0,0.0,1.2304462380283352e-08,8.59084157640302e-09
491.0,0.0,0.0,1.215065660052981e-08,1.0792697971825845e-08
492.0,0.0,0.0,1.1998773393023186e-08,1.1983638799760884e-08
493.0,0.0,0.0,1.1848788725610396e-08,1.3709544440856181e-08
494.0,0.0,0.0,1.1700678866540267e-08,1.015821853407099e-08
495.0,0.0,0.0,1.1554420380708514e-08,1.4869172621173507e-08
496.0,0.0,0.0,1.1409990125949658e-08,1.0040878077590056e-08
497.0,0.0,0.0,1.1267365249375287e-08,9.901181646204938e-09
498.0,0.0,0.0,1.1126523183758096e-08,1.4201238287553702e-08
499.0,0.0,0.0,1.098744164396112e-08,1.1410361948688955e-08
500.0,0.0,0.0,1.0850098623411605e-08,9.746049165388451e-09
501.0,0.0,0.0,1.071447239061896e-08,1.0404206128257773e-08
502.0,0.0,0.0,1.0580541485736223e-08,1.3286688640820343e-08
503.0,0.0,0.0,1.0448284717164519e-08,1.3380690356415883e-08
504.0,0.0,0.0,1.0317681158199962e-08,8.68409479965945e-09
505.0,0.0,0.0,1.0188710143722462e-08,1.0103842523564247e-08
506.0,0.0,0.0,1.0061351266925932e-08,1.0241664922261079e-08
507.0,0.0,0.0,9.935584376089357e-09,7.963104155056162e-09
508.0,0.0,0.0,9.81138957138824e-09,9.700019466088252e-09
509.0,0.0,0.0,9.688747201745888e-09,9.699392922649288e-09
510.0,0.0,0.0,9.567637861724064e-09,1.1848056819597536e-08
511.0,0.0,0.0,9.448042388452514e-09,1.1862892445074915e-08
512.0,0.0,0.0,9.329941858596857e-09,8.67152306187884e-09
513.0,0.0,0.0,9.213317585364397e-09,8.785411297642774e-09
514.0,0.0,0.0,9.098151115547343e-09,1.0426735719658614e-08
515.0,0.0,0.0,8.984424226603e-09,7.814047328748976e-09
516.0,0.0,0.0,8.872118923770462e-09,1.0049399227245267e-08
517.0,0.0,0.0,8.761217437223332e-09,8.585404462484903e-09
518.0,0.0,0.0,8.651702219258042e-09,6.7129050637808e-09
519.0,0.0,0.0,8.543555941517316e-09,6.6298825157580225e-09
520.0,0.0,0.0,8.43676149224835e-09,1.1330878884310554e-08
521.0,0.0,0.0,8.331301973595246e-09,8.018459015308648e-09
522.0,0.0,0.0,8.227160698925304e-09,1.1507868886721926e-08
523.0,0.0,0.0,8.124321190188738e-09,7.097048668758918e-09
524.0,0.0,0.0,8.022767175311379e-09,8.605177577574366e-09
525.0,0.0,0.0,7.922482585619986e-09,1.270783603165647e-08
526.0,0.0,0.0,7.823451553299737e-09,5.708678063973178e-09
527.0,0.0,0.0,7.72565840888349e-09,3.9300294090839376e-09
528.0,0.0,0.0,7.629087678772446e-09,1.0202267941346913e-08
529.0,0.0,0.0,7.53372408278779e-09,5.880105872001643e-09
530.0,0.0,0.0,7.439552531752944e-09,7.398139803540476e-09
531.0,0.0,0.0,7.346558125106032e-09,6.174721704202862e-09
532.0,0.0,0.0,7.2547261485422065e-09,7.791051710452838e-09
533.0,0.0,0.0,7.16404207168543e-09,5.262969657313945e-09
534.0,0.0,0.0,7.074491545789362e-09,6.714611370022749e-09
535.0,0.0,0.0,6.986060401466994e-09,7.885691054580063e-09
536.0,0.0,0.0,6.898734646448657e-09,4.8821168739001334e-09
537.0,0.0,0.0,6.812500463368049e-09,5.412332404076272e-09
538.0,0.0,0.0,6.727344207575948e-09,6.032578540378884e-09
539.0,0.0,0.0,6.643252404981249e-09,3.785621536528693e-09
540.0,0.0,0.0,6.560211749918983e-09,5.71508978432149e-09
541.0,0.0,0.0,6.478209103044996e-09,6.715802182850799e-09
542.0,0.0,0.0,6.3972314892569326e-09,5.598133606080076e-09
543.0,0.0,0.0,6.3172660956412214e-09,5.774513109777772e-09
544.0,0.0,0.0,6.238300269445706e-09,6.198496927632535e-09
545.0,0.0,0.0,6.160321516077635e-09,4.848834591213007e-09
546.0,0.0,0.0,6.083317497126665e-09,7.465442628860419e-09
547.0,0.0,0.0,6.007276028412582e-09,8.879232278016134e-09
548.0,0.0,0.0,5.932185078057425e-09,5.003424293666528e-09
549.0,0.0,0.0,5.858032764581707e-09,6.828429227537121e-09
550.0,0.0,0.0,5.784807355024435e-09,5.305573044155141e-09
551.0,0.0,0.0,5.71249726308663e-09,6.443471953163639e-09
552.0,0.0,0.0,5.641091047298047e-09,8.772650109704555e-09
553.0,0.0,0.0,5.570577409206821e-09,6.587896495243019e-09
554.0,0.0,0.0,5.500945191591736e-09,1.9541161139723745e-09
555.0,0.0,0.0,5.43218337669684e-09,6.340174639590758e-09
556.0,0.0,0.0,5.36428108448813e-09,7.830008571106148e-09
557.0,0.0,0.0,5.297227570932028e-09,4.8540352309358225e-09
558.0,0.0,0.0,5.231012226295377e-09,7.222281838531042e-09
559.0,0.0,0.0,5.165624573466685e-09,3.785393491162793e-09
560.0,0.0,0.0,5.101054266298351e-09,2.1299759472538035e-09
561.0,0.0,0.0,5.037291087969622e-09,5.319629125634902e-09
562.0,0.0,0.0,4.974324949370002e-09,1.4613715078773733e-09
563.0,0.0,0.0,4.9121458875028765e-09,4.4326038617156925e-09
564.0,0.0,0.0,4.85074406390909e-09,7.424428589200097e-09
565.0,0.0,0.0,4.790109763110227e-09,9.705839516176648e-10
566.0,0.0,0.0,4.730233391071349e-09,2.171239799243553e-09
567.0,0.0,0.0,4.6711054736829575e-09,2.6070409833598025e-09
568.0,0.0,0.0,4.61271665526192e-09,4.486076935840001e-09
569.0,0.0,0.0,4.5550576970711465e-09,3.823624125778728e-09
570.0,0.0,0.0,4.498119475857758e-09,7.296392239249932e-09
571.0,0.0,0.0,4.441892982409535e-09,6.350589640592931e-09
572.0,0.0,0.0,4.386369320129417e-09,5.376915212266613e-09
573.0,0.0,0.0,4.331539703627798e-09,4.622800332315568e-09
574.0,0.0,0.0,4.277395457332451e-09,5.063855011302106e-09
575.0,0.0,0.0,4.2239280141157955e-09,2.4999633034890453e-09
576.0,0.0,0.0,4.1711289139393486e-09,5.885549621052573e-09
577.0,0.0,0.0,4.118989802515107e-09,1.8949012937967043e-09
578.0,0.0,0.0,4.067502429983668e-09,5.73825641778813e-09
579.0,0.0,0.0,4.016658649608872e-09,6.388943653846533e-09
580.0,0.0,0.0,3.966450416488761e-09,4.388179620664936e-09
581.0,0.0,0.0,3.916869786282652e-09,3.5644436683586997e-09
582.0,0.0,0.0,3.8679089139541186e-09,4.6685287305734654e-09
583.0,0.0,0.0,3.819560052529692e-09,-1.903476687671654e-09
584.0,0.0,0.0,3.77181555187307e-09,4.376331988843993e-09
585.0,0.0,0.0,3.724667857474657e-09,3.4979598617950427e-09
586.0,0.0,0.0,3.6781095092562235e-09,3.5768532831422414e-09
587.0,0.0,0.0,3.632133140390521e-09,5.045198166186176e-09
588.0,0.0,0.0,3.5867314761356393e-09,3.4371936330061837e-09
589.0,0.0,0.0,3.541897332683944e-09,1.261483619381628e-09
590.0,0.0,0.0,3.497623616025395e-09,3.2148182743746388e-09
591.0,0.0,0.0,3.4539033208250772e-09,3.589014288986726e-09
592.0,0.0,0.0,3.410729529314764e-09,3.6405973524767897e-09
593.0,0.0,0.0,3.3680954101983294e-09,3.6919341447684654e-09
594.0,0.0,0.0,3.3259942175708503e-09,5.404732307407957e-09
595.0,0.0,0.0,3.284419289851215e-09,1.11235018378292e-09
596.0,0.0,0.0,3.243364048728075e-09,3.594764961057775e-09
597.0,0.0,0.0,3.2028219981189745e-09,5.782681395355456e-09
598.0,0.0,0.0,3.162786723142487e-09,-3.0643627073190363e-10
599.0,0.0,0.0,3.123251889103206e-09,3.482545250663313e-09
600.0,0.0,0.0,3.0842112404894157e-09,1.9134542365433286e-09
