time_s,drive_on,power_W,candidate_residual_device_N,thermal_lag_force_N,device_measured_force_N,dummy_load_measured_force_N
257.0,1.0,2.0,3.187507612608e-07,2.751419014285233e-08,3.4709989532113636e-07,3.275617581748944e-08
258.0,1.0,2.0,3.187507612608e-07,2.7545262766066676e-08,3.436550460585526e-07,3.135662979165148e-08
259.0,1.0,2.0,3.187507612608e-07,2.7575946981490842e-08,3.4803607970256195e-07,2.632061618206312e-08
260.0,1.0,2.0,3.187507612608e-07,2.7606247644222206e-08,3.4475658551181847e-07,2.9253806147697925e-08
261.0,1.0,2.0,3.187507612608e-07,2.7636169548669427e-08,3.4765264663868405e-07,3.262309008221823e-08
262.0,1.0,2.0,3.187507612608e-07,2.766571742931106e-08,3.463952013368746e-07,3.369992829504226e-08
263.0,1.0,2.0,3.187507612608e-07,2.7694895961444672e-08,3.4369288222408876e-07,3.351876121350047e-08
264.0,1.0,2.0,3.187507612608e-07,2.7723709761926614e-08,3.4584207561356424e-07,2.814232800646704e-08
265.0,1.0,2.0,3.187507612608e-07,2.775216338990253e-08,3.4723365213483005e-07,3.1955066889754085e-08
266.0,1.0,2.0,3.187507612608e-07,2.7780261347528746e-08,3.4775695336927793e-07,3.3408280870957724e-08
267.0,1.0,2.0,3.187507612608e-07,2.780800808068464e-08,3.4627679354659583e-07,2.808555136666768e-08
268.0,1.0,2.0,3.187507612608e-07,2.7835407979676078e-08,3.4964972702167814e-07,3.1411073376177995e-08
269.0,1.0,2.0,3.187507612608e-07,2.7862465379930128e-08,3.486282481827033e-07,3.199891886377003e-08
270.0,1.0,2.0,3.187507612608e-07,2.7889184562681e-08,3.4612663759068146e-07,3.087375216193543e-08
271.0,1.0,2.0,3.187507612608e-07,2.7915569755647487e-08,3.481665746407214e-07,2.7794704294496336e-08
272.0,1.0,2.0,3.187507612608e-07,2.7941625133701893e-08,3.505599733648783e-07,3.087108162540025e-08
273.0,1.0,2.0,3.187507612608e-07,2.7967354819530623e-08,3.506390852818967e-07,3.089102370228352e-08
274.0,1.0,2.0,3.187507612608e-07,2.7992762884286487e-08,3.442875243834415e-07,3.1272357011978325e-08
275.0,1.0,2.0,3.187507612608e-07,2.8017853348232906e-08,3.449155483867186e-07,3.0464140387775474e-08
276.0,1.0,2.0,3.187507612608e-07,2.8042630181379995e-08,3.4976322901564765e-07,3.072735808197506e-08
277.0,1.0,2.0,3.187507612608e-07,2.8067097304112744e-08,3.4470129646323745e-07,3.1555990234223514e-08
278.0,1.0,2.0,3.187507612608e-07,2.8091258587811334e-08,3.44196937582028e-07,3.254205716418563e-08
279.0,1.0,2.0,3.187507612608e-07,2.8115117855463693e-08,3.458934908548656e-07,3.106976776941999e-08
280.0,1.0,2.0,3.187507612608e-07,2.8138678882270396e-08,3.4772989356201953e-07,3.088052836252335e-08
281.0,1.0,2.0,3.187507612608e-07,2.8161945396242016e-08,3.467079132438198e-07,3.190547415834273e-08
282.0,1.0,2.0,3.187507612608e-07,2.818492107878899e-08,3.4563455509877776e-07,2.7899612344335728e-08
283.0,1.0,2.0,3.187507612608e-07,2.820760956530413e-08,3.456099459026551e-07,3.271593408844263e-08
284.0,1.0,2.0,3.187507612608e-07,2.8230014445737824e-08,3.455561015777124e-07,3.178090203213413e-08
285.0,1.0,2.0,3.187507612608e-07,2.82521392651661e-08,3.452438812686482e-07,3.188132761706062e-08
286.0,1.0,2.0,3.187507612608e-07,2.8273987524351525e-08,3.5158801453970365e-07,3.37430726123213e-08
287.0,1.0,2.0,3.187507612608e-07,2.8295562680297132e-08,3.476413460834682e-07,2.793539057738692e-08
288.0,1.0,2.0,3.187507612608e-07,2.8316868146793416e-08,3.4884114751640287e-07,2.7912528817612146e-08
289.0,1.0,2.0,3.187507612608e-07,2.8337907294958497e-08,3.4611051361952067e-07,3.242673948132568e-08
290.0,1.0,2.0,3.187507612608e-07,2.8358683453771515e-08,3.4673753136019937e-07,3.188359662335333e-08
291.0,1.0,2.0,3.187507612608e-07,2.837919991059937e-08,3.457028532086587e-07,3.22566490311393e-08
292.0,1.0,2.0,3.187507612608e-07,2.839945991171688e-08,3.418468045026785e-07,3.10102749954163e-08
293.0,1.0,2.0,3.187507612608e-07,2.8419466662820418e-08,3.444142093699247e-07,3.328124257023424e-08
294.0,1.0,2.0,3.187507612608e-07,2.8439223329535163e-08,3.4356874723037433e-07,3.383559390777989e-08
295.0,1.0,2.0,3.187507612608e-07,2.8458733037915972e-08,3.4270992674281277e-07,3.295583954724343e-08
296.0,1.0,2.0,3.187507612608e-07,2.8477998874942022e-08,3.4483804218714584e-07,3.148355729585465e-08
297.0,1.0,2.0,3.187507612608e-07,2.8497023889005247e-08,3.498976965085685e-07,2.780695795009192e-08
298.0,1.0,2.0,3.187507612608e-07,2.851581109039268e-08,3.4717770001578397e-07,3.357771762264367e-08
299.0,1.0,2.0,3.187507612608e-07,2.8534363451762772e-08,3.4986625223720507e-07,3.449939966423768e-08
300.0,1.0,2.0,3.187507612608e-07,2.8552683908615736e-08,3.481254103232175e-07,3.336154756693812e-08
301.0,1.0,2.0,3.187507612608e-07,2.857077535975804e-08,3.4888665427198835e-07,3.0329428194263225e-08
302.0,1.0,2.0,3.187507612608e-07,2.8588640667761064e-08,3.4553760793795194e-07,3.345238061353647e-08
303.0,1.0,2.0,3.187507612608e-07,2.8606282659414053e-08,3.4840494582859935e-07,3.3841729034611536e-08
304.0,1.0,2.0,3.187507612608e-07,2.8623704126171378e-08,3.4883189385512007e-07,3.525398143436841e-08
305.0,1.0,2.0,3.187507612608e-07,2.8640907824594235e-08,3.4623837450092685e-07,3.039961241889489e-08
306.0,1.0,2.0,3.187507612608e-07,2.8657896476786807e-08,3.485277384788191e-07,3.171421288523585e-08
307.0,1.0,2.0,3.187507612608e-07,2.8674672770826973e-08,3.4855780954877664e-07,3.367676482124719e-08
308.0,1.0,2.0,3.187507612608e-07,2.8691239361191636e-08,3.4634289537973147e-07,3.2311950793164784e-08
309.0,1.0,2.0,3.187507612608e-07,2.870759886917674e-08,3.4521282326543474e-07,2.997719900337252e-08
310.0,1.0,2.0,3.187507612608e-07,2.8723753883312027e-08,3.4510625848031546e-07,3.3055626290250234e-08
311.0,1.0,2.0,3.187507612608e-07,2.8739706959770627e-08,3.4766347930441353e-07,3.33980747566399e-08
312.0,1.0,2.0,3.187507612608e-07,2.8755460622773496e-08,3.481602416211521e-07,3.2430855578374145e-08
313.0,1.0,2.0,3.187507612608e-07,2.8771017364988825e-08,3.45936726964873e-07,3.270810070806583e-08
314.0,1.0,2.0,3.187507612608e-07,2.8786379647926467e-08,3.475903115913786e-07,3.176534510497836e-08
315.0,1.0,2.0,3.187507612608e-07,2.8801549902327388e-08,3.486933852354043e-07,3.525296800874277e-08
316.0,1.0,2.0,3.187507612608e-07,2.8816530528548293e-08,3.4880367321867885e-07,3.050850833348411e-08
317.0,1.0,2.0,3.187507612608e-07,2.883132389694144e-08,3.506858453979864e-07,3.1148565206935734e-08
318.0,1.0,2.0,3.187507612608e-07,2.884593234822967e-08,3.501506552734257e-07,3.235832536567776e-08
319.0,1.0,2.0,3.187507612608e-07,2.8860358193876802e-08,3.4560853658916374e-07,3.4107245655106906e-08
320.0,1.0,2.0,3.187507612608e-07,2.8874603716453344e-08,3.5099253739632935e-07,2.9367412229834936e-08
321.0,1.0,2.0,3.187507612608e-07,2.8888671169997675e-08,3.4657747942168623e-07,2.9754225778683025e-08
322.0,1.0,2.0,3.187507612608e-07,2.8902562780372705e-08,3.4974306966608153e-07,2.8311864712081996e-08
323.0,1.0,2.0,3.187507612608e-07,2.8916280745618045e-08,3.478030152585202e-07,3.246505834677878e-08
324.0,1.0,2.0,3.187507612608e-07,2.892982723629782e-08,3.468562897401839e-07,3.017524810347095e-08
325.0,1.0,2.0,3.187507612608e-07,2.8943204395844098e-08,3.440785719370942e-07,3.165479896143986e-08
326.0,1.0,2.0,3.187507612608e-07,2.8956414340896047e-08,3.4736404658126336e-07,3.375854451180586e-08
327.0,1.0,2.0,3.187507612608e-07,2.8969459161634844e-08,3.446014539518236e-07,3.1164443029121674e-08
328.0,1.0,2.0,3.187507612608e-07,2.8982340922114408e-08,3.496677006546e-07,3.29216861006057e-08
329.0,1.0,2.0,3.187507612608e-07,2.8995061660587978e-08,3.507794082356664e-07,3.187189490424173e-08
330.0,1.0,2.0,3.187507612608e-07,2.9007623389830625e-08,3.4616456267203727e-07,3.3826104906256433e-08
331.0,1.0,2.0,3.187507612608e-07,2.902002809745774e-08,3.4837473084329626e-07,3.3443296647623986e-08
332.0,1.0,2.0,3.187507612608e-07,2.903227774623952e-08,3.4633225596302355e-07,3.112019780448234e-08
333.0,1.0,2.0,3.187507612608e-07,2.904437427441153e-08,3.4653816607493795e-07,3.217764856538547e-08
334.0,1.0,2.0,3.187507612608e-07,2.9056319595981383e-08,3.493560702645121e-07,3.461318965704023e-08
335.0,1.0,2.0,3.187507612608e-07,2.9068115601031616e-08,3.477418003381448e-07,3.332307300665265e-08
336.0,1.0,2.0,3.187507612608e-07,2.907976415601872e-08,3.513098215006808e-07,2.9752878850130586e-08
337.0,1.0,2.0,3.187507612608e-07,2.9091267104068488e-08,3.468775634074626e-07,3.3868391741220405e-08
338.0,1.0,2.0,3.187507612608e-07,2.910262626526763e-08,3.498520601910166e-07,3.039815761908439e-08
339.0,1.0,2.0,3.187507612608e-07,2.9113843436951787e-08,3.4805943152366733e-07,3.540250045839462e-08
340.0,1.0,2.0,3.187507612608e-07,2.912492039398989e-08,3.4946723767427836e-07,3.4635641259488955e-08
341.0,1.0,2.0,3.187507612608e-07,2.9135858889065016e-08,3.469923048352051e-07,3.317705917721131e-08
342.0,1.0,2.0,3.187507612608e-07,2.9146660652951703e-08,3.477983042386485e-07,3.292147549974492e-08
343.0,1.0,2.0,3.187507612608e-07,2.9157327394789807e-08,3.4767709089699194e-07,3.2198545368471984e-08
344.0,1.0,2.0,3.187507612608e-07,2.9167860802354932e-08,3.462465078334633e-07,3.398313785013549e-08
345.0,1.0,2.0,3.187507612608e-07,2.9178262542325496e-08,3.49253186872289e-07,3.1893895174384824e-08
346.0,1.0,2.0,3.187507612608e-07,2.9188534260546426e-08,3.4923979353250316e-07,3.311583580098757e-08
347.0,1.0,2.0,3.187507612608e-07,2.9198677582289595e-08,3.4913654823290075e-07,3.439769378231554e-08
348.0,1.0,2.0,3.187507612608e-07,2.9208694112510975e-08,3.5103338668114624e-07,3.15392268394247e-08
349.0,1.0,2.0,3.187507612608e-07,2.921858543610459e-08,3.508680362993772e-07,3.143935663772874e-08
350.0,1.0,2.0,3.187507612608e-07,2.922835311815328e-08,3.47229224999255e-07,3.029180207010503e-08
351.0,1.0,2.0,3.187507612608e-07,2.9237998704176364e-08,3.487348646018447e-07,3.0560268566722385e-08
352.0,1.0,2.0,3.187507612608e-07,2.9247523720374157e-08,3.467510836026577e-07,2.9040995950669735e-08
353.0,1.0,2.0,3.187507612608e-07,2.925692967386948e-08,3.480544015668986e-07,3.4165909509729595e-08
354.0,1.0,2.0,3.187507612608e-07,2.926621805294611e-08,3.4681748041550835e-07,3.6332440557033045e-08
355.0,1.0,2.0,3.187507612608e-07,2.9275390327284284e-08,3.512662922063564e-07,3.5573524406712464e-08
356.0,1.0,2.0,3.187507612608e-07,2.928444794819323e-08,3.4876260550967913e-07,2.9478849401336877e-08
357.0,1.0,2.0,3.187507612608e-07,2.9293392348840814e-08,3.4760809535343196e-07,3.418877768228513e-08
358.0,1.0,2.0,3.187507612608e-07,2.9302224944480305e-08,3.5044022334899305e-07,3.559123037509539e-08
359.0,1.0,2.0,3.187507612608e-07,2.93109471326743e-08,3.4372047757388345e-07,3.184124768314554e-08
360.0,1.0,2.0,3.187507612608e-07,2.9319560293515868e-08,3.4404211636458527e-07,3.296551435068038e-08
361.0,1.0,2.0,3.187507612608e-07,2.932806578984692e-08,3.4967050436108645e-07,2.8754488334468893e-08
362.0,1.0,2.0,3.187507612608e-07,2.9336464967473834e-08,3.482081631245086e-07,3.331130603189573e-08
363.0,1.0,2.0,3.187507612608e-07,2.934475915538041e-08,3.485964130167019e-07,3.065817900618893e-08
364.0,1.0,2.0,3.187507612608e-07,2.9352949665938155e-08,3.4545091872010104e-07,3.319193996038337e-08
365.0,1.0,2.0,3.187507612608e-07,2.936103779511393e-08,3.480653316342132e-07,2.9677543396440777e-08
366.0,1.0,2.0,3.187507612608e-07,2.9369024822675007e-08,3.521268049042777e-07,3.38928540145787e-08
367.0,1.0,2.0,3.187507612608e-07,2.9376912012391567e-08,3.4977607251278326e-07,3.4863261387221787e-08
368.0,1.0,2.0,3.187507612608e-07,2.938470061223667e-08,3.4847487496332225e-07,3.125488605279867e-08
369.0,1.0,2.0,3.187507612608e-07,2.939239185458371e-08,3.4726504529517387e-07,3.055432273152048e-08
370.0,1.0,2.0,3.187507612608e-07,2.9399986956401415e-08,3.473616025134626e-07,2.852295740087731e-08
371.0,1.0,2.0,3.187507612608e-07,2.94074871194464e-08,3.4389985260184634e-07,3.23089265645674e-08
372.0,1.0,2.0,3.187507612608e-07,2.941489353045332e-08,3.4868093563309564e-07,3.168523153406077e-08
373.0,1.0,2.0,3.187507612608e-07,2.9422207361322653e-08,3.4986393483908636e-07,2.9752963025710282e-08
374.0,1.0,2.0,3.187507612608e-07,2.942942976930612e-08,3.450289523757649e-07,3.3767539530215854e-08
375.0,1.0,2.0,3.187507612608e-07,2.9436561897189795e-08,3.4686448937337615e-07,3.1967980168957515e-08
376.0,1.0,2.0,3.187507612608e-07,2.944360487347492e-08,3.4587943686980806e-07,3.0722787694052965e-08
377.0,1.0,2.0,3.187507612608e-07,2.945055981255648e-08,3.462706186837389e-07,3.177137424523594e-08
378.0,1.0,2.0,3.187507612608e-07,2.9457427814899526e-08,3.483151523293433e-07,3.50293093364848e-08
379.0,1.0,2.0,3.187507612608e-07,2.9464209967213283e-08,3.440461669180363e-07,3.4098678083218396e-08
380.0,1.0,2.0,3.187507612608e-07,2.9470907342623116e-08,3.494502094801372e-07,3.263877971057982e-08
381.0,1.0,2.0,3.187507612608e-07,2.947752100084033e-08,3.4973599240150767e-07,3.4142994162902007e-08
382.0,1.0,2.0,3.187507612608e-07,2.9484051988329826e-08,3.47732608073056e-07,3.058883810193937e-08
383.0,1.0,2.0,3.187507612608e-07,2.9490501338475705e-08,3.432798455793066e-07,3.29812066312982e-08
384.0,1.0,2.0,3.187507612608e-07,2.9496870071744757e-08,3.4625479408053996e-07,3.321684295075922e-08
385.0,1.0,2.0,3.187507612608e-07,2.950315919584795e-08,3.5071972432485335e-07,3.19881854844817e-08
386.0,1.0,2.0,3.187507612608e-07,2.950936970589985e-08,3.427041424052427e-07,3.38043646324407e-08
387.0,1.0,2.0,3.187507612608e-07,2.95155025845761e-08,3.4757121702098906e-07,3.1378100642045584e-08
388.0,1.0,2.0,3.187507612608e-07,2.95215588022689e-08,3.4591231850613437e-07,3.396405956281024e-08
389.0,1.0,2.0,3.187507612608e-07,2.952753931724054e-08,3.498874411812102e-07,3.405351815379507e-08
390.0,1.0,2.0,3.187507612608e-07,2.9533445075775035e-08,3.4693397843228806e-07,2.7120796032019397e-08
391.0,1.0,2.0,3.187507612608e-07,2.9539277012327846e-08,3.4909794631459903e-07,3.5340975943331296e-08
392.0,1.0,2.0,3.187507612608e-07,2.954503604967375e-08,3.494267181488119e-07,2.6870282539216862e-08
393.0,1.0,2.0,3.187507612608e-07,2.955072309905283e-08,3.519739360393129e-07,3.1738567963251295e-08
394.0,1.0,2.0,3.187507612608e-07,2.9556339060314667e-08,3.4790121643376393e-07,3.5026416448014704e-08
395.0,1.0,2.0,3.187507612608e-07,2.956188482206073e-08,3.4906473482210593e-07,3.2346138114565774e-08
396.0,1.0,2.0,3.187507612608e-07,2.9567361261784974e-08,3.453480115643301e-07,3.005326839588339e-08
397.0,1.0,2.0,3.187507612608e-07,2.957276924601266e-08,3.5070435763340013e-07,3.0803033423194054e-08
398.0,1.0,2.0,3.187507612608e-07,2.9578109630437504e-08,3.468078531950948e-07,3.5049125385250994e-08
399.0,1.0,2.0,3.187507612608e-07,2.958338326005704e-08,3.4721263619268155e-07,2.915705109817006e-08
400.0,1.0,2.0,3.187507612608e-07,2.9588590969306325e-08,3.4829485664040793e-07,3.5262729299515726e-08
401.0,1.0,2.0,3.187507612608e-07,2.9593733582189995e-08,3.452187261523103e-07,3.2899171251102415e-08
402.0,1.0,2.0,3.187507612608e-07,2.959881191241262e-08,3.488071132310705e-07,3.062915528550249e-08
403.0,1.0,2.0,3.187507612608e-07,2.9603826763507464e-08,3.5028952057015747e-07,3.185222916776733e-08
404.0,1.0,2.0,3.187507612608e-07,2.960877892896362e-08,3.489454078367582e-07,3.0988467579079976e-08
405.0,1.0,2.0,3.187507612608e-07,2.9613669192351577e-08,3.451866353247941e-07,3.475976790004948e-08
406.0,1.0,2.0,3.187507612608e-07,2.961849832744718e-08,3.4812164099958786e-07,3.4496519339444136e-08
407.0,1.0,2.0,3.187507612608e-07,2.962326709835409e-08,3.4985808616511306e-07,2.9597633345982582e-08
408.0,1.0,2.0,3.187507612608e-07,2.9627976259624662e-08,3.446227599884928e-07,3.2233009621839525e-08
409.0,1.0,2.0,3.187507612608e-07,2.9632626556379353e-08,3.4623385578954393e-07,3.1318007801268864e-08
410.0,1.0,2.0,3.187507612608e-07,2.9637218724424613e-08,3.5014106719338767e-07,3.5635532014116895e-08
411.0,1.0,2.0,3.187507612608e-07,2.9641753490369306e-08,3.4893270561956384e-07,3.0352395130295534e-08
412.0,1.0,2.0,3.187507612608e-07,2.964623157173969e-08,3.492209359967932e-07,3.6265081849151744e-08
413.0,1.0,2.0,3.187507612608e-07,2.9650653677092943e-08,3.5212040455313956e-07,3.299401405556578e-08
414.0,1.0,2.0,3.187507612608e-07,2.9655020506129284e-08,3.493428873239417e-07,3.0740664867972187e-08
415.0,1.0,2.0,3.187507612608e-07,2.9659332749802668e-08,3.49725870031469e-07,3.171386633201985e-08
416.0,1.0,2.0,3.187507612608e-07,2.9663591090430133e-08,3.538358434056668e-07,3.1469009525066216e-08
417.0,1.0,2.0,3.187507612608e-07,2.9667796201799756e-08,3.4799094834641877e-07,3.052679500280477e-08
418.0,1.0,2.0,3.187507612608e-07,2.9671948749277258e-08,3.4682694448284025e-07,3.326942281902628e-08
419.0,1.0,2.0,3.187507612608e-07,2.967604938991129e-08,3.4928240344720555e-07,3.062762857475248e-08
420.0,1.0,2.0,3.187507612608e-07,2.96800987725374e-08,3.4930884209211513e-07,2.8726371703023282e-08
421.0,0.0,0.0,0.0,2.930909753788068e-08,2.8255666753988265e-08,2.5618834842396265e-08
422.0,0.0,0.0,0.0,2.8942733818657172e-08,2.6877939779547478e-08,2.244274804395569e-08
423.0,0.0,0.0,0.0,2.858094964592396e-08,3.3200638490104114e-08,2.4218532945196522e-08
424.0,0.0,0.0,0.0,2.822368777534991e-08,2.8877374716125955e-08,2.358311322060821e-08
425.0,0.0,0.0,0.0,2.7870891678158037e-08,2.6406320915353885e-08,2.3341370366290603e-08
426.0,0.0,0.0,0.0,2.7522505532181062e-08,2.9354366136740258e-08,2.877218118214326e-08
427.0,0.0,0.0,0.0,2.7178474213028795e-08,2.6960183909906125e-08,2.457344992606506e-08
428.0,0.0,0.0,0.0,2.6838743285365936e-08,2.6332980392730272e-08,2.4645610974820006e-08
429.0,0.0,0.0,0.0,2.6503258994298862e-08,2.7627804738127848e-08,2.0300136502184387e-08
430.0,0.0,0.0,0.0,2.6171968256870124e-08,2.3588203720406744e-08,2.2246845163909267e-08
431.0,0.0,0.0,0.0,2.584481865365925e-08,2.6550073061493592e-08,2.369094204817635e-08
432.0,0.0,0.0,0.0,2.5521758420488507e-08,2.934766803595201e-08,2.0920524752613642e-08
433.0,0.0,0.0,0.0,2.52027364402324e-08,2.6135091764627022e-08,2.4498588483245132e-08
434.0,0.0,0.0,0.0,2.4887702234729494e-08,2.4135278027162567e-08,1.9993538839454482e-08
435.0,0.0,0.0,0.0,2.4576605956795376e-08,2.3562395395938894e-08,2.1546213089385486e-08
436.0,0.0,0.0,0.0,2.4269398382335434e-08,2.3448718435645214e-08,2.0670355264150775e-08
437.0,0.0,0.0,0.0,2.396603090255624e-08,2.3458105546460677e-08,2.189806913106445e-08
438.0,0.0,0.0,0.0,2.3666455516274285e-08,2.291084245075774e-08,2.0018829820936005e-08
439.0,0.0,0.0,0.0,2.3370624822320858e-08,2.520324770446999e-08,2.0491775085946898e-08
440.0,0.0,0.0,0.0,2.3078492012041845e-08,1.961207380562388e-08,2.029838262728169e-08
441.0,0.0,0.0,0.0,2.2790010861891322e-08,2.451401096271559e-08,1.9042234260919587e-08
442.0,0.0,0.0,0.0,2.2505135726117682e-08,2.174576267583256e-08,2.1224809890500142e-08
443.0,0.0,0.0,0.0,2.222382152954121e-08,2.2977717100931954e-08,2.047821612626194e-08
444.0,0.0,0.0,0.0,2.1946023760421947e-08,1.9692047940020218e-08,1.9574193493873415e-08
445.0,0.0,0.0,0.0,2.167169846341667e-08,2.432896059711554e-08,1.8643611950151085e-08
446.0,0.0,0.0,0.0,2.140080223262396e-08,2.3892072152967708e-08,2.085381007040156e-08
447.0,0.0,0.0,0.0,2.1133292204716162e-08,2.3052473256216308e-08,1.8548294496616184e-08
448.0,0.0,0.0,0.0,2.086912605215721e-08,1.783961650057013e-08,1.8168818871289612e-08
449.0,0.0,0.0,0.0,2.0608261976505247e-08,2.2266504118637354e-08,1.8756815838630974e-08
450.0,0.0,0.0,0.0,2.035065870179893e-08,2.1160368877070347e-08,2.1708766197560738e-08
451.0,0.0,0.0,0.0,2.0096275468026442e-08,1.6885732973761306e-08,1.540593550518139e-08
452.0,0.0,0.0,0.0,1.984507202467611e-08,1.979647725713448e-08,1.9400278608319208e-08
453.0,0.0,0.0,0.0,1.959700862436766e-08,2.0326077602434185e-08,1.385096543945468e-08
454.0,0.0,0.0,0.0,1.9352046016563063e-08,2.0464196564209364e-08,1.7851387731364004e-08
455.0,0.0,0.0,0.0,1.9110145441356023e-08,1.9464668175253733e-08,2.0349296552437883e-08
456.0,0.0,0.0,0.0,1.8871268623339073e-08,1.9453731457033832e-08,1.796147880993978e-08
457.0,0.0,0.0,0.0,1.8635377765547334e-08,2.1582600550053525e-08,1.7113090146072186e-08
458.0,0.0,0.0,0.0,1.8402435543477993e-08,2.0854503363299354e-08,1.544129305152404e-08
459.0,0.0,0.0,0.0,1.817240509918452e-08,1.2438295191619033e-08,1.6417258990243177e-08
460.0,0.0,0.0,0.0,1.7945250035444712e-08,1.731037292576935e-08,1.564659940109353e-08
461.0,0.0,0.0,0.0,1.7720934410001652e-08,1.739163235491375e-08,1.4376887753138777e-08
462.0,0.0,0.0,0.0,1.7499422729876633e-08,1.399522558442269e-08,1.5169729225939232e-08
463.0,0.0,0.0,0.0,1.7280679945753176e-08,1.74690460622178e-08,1.594937427243074e-08
464.0,0.0,0.0,0.0,1.7064671446431258e-08,1.956218699125227e-08,1.382377016472685e-08
465.0,0.0,0.0,0.0,1.685136305335087e-08,1.4678227334169688e-08,1.3553663106646415e-08
466.0,0.0,0.0,0.0,1.6640721015183986e-08,1.731352289256373e-08,1.2256162038481239e-08
467.0,0.0,0.0,0.0,1.6432712002494188e-08,1.4601065047901312e-08,1.557089085442256e-08
468.0,0.0,0.0,0.0,1.622730310246301e-08,1.4883479055103654e-08,1.569521931615083e-08
469.0,0.0,0.0,0.0,1.6024461813682223e-08,1.8979249082022294e-08,1.4885336520787036e-08
470.0,0.0,0.0,0.0,1.5824156041011195e-08,1.4739040400787544e-08,1.6172081422367407e-08
471.0,0.0,0.0,0.0,1.5626354090498553e-08,1.6550779068519803e-08,1.4239453955610152e-08
472.0,0.0,0.0,0.0,1.543102466436732e-08,1.1688588432245344e-08,1.4671944072662102e-08
473.0,0.0,0.0,0.0,1.523813685606273e-08,1.8962771978852488e-08,1.4321998021731583e-08
474.0,0.0,0.0,0.0,1.5047660145361946e-08,1.6252965037974944e-08,1.3359814091989335e-08
475.0,0.0,0.0,0.0,1.4859564393544921e-08,1.4494564708244399e-08,1.2311964297931133e-08
476.0,0.0,0.0,0.0,1.4673819838625609e-08,1.58249128586254e-08,1.7634743086346872e-08
477.0,0.0,0.0,0.0,1.449039709064279e-08,1.1670758232747169e-08,1.2137455421871493e-08
478.0,0.0,0.0,0.0,1.4309267127009753e-08,1.6674328610515067e-08,1.1546584992067905e-08
479.0,0.0,0.0,0.0,1.4130401287922131e-08,1.3482431736929272e-08,1.3585380806030131e-08
480.0,0.0,0.0,0.0,1.3953771271823105e-08,1.3545632241726236e-08,1.3062102975230804e-08
481.0,0.0,0.0,0.0,1.3779349130925316e-08,1.2796037900994347e-08,9.591831122612128e-09
482.0,0.0,0.0,0.0,1.360710726678875e-08,1.244580446129758e-08,1.4491753049237353e-08
483.0,0.0,0.0,0.0,1.3437018425953891e-08,1.4826359649210709e-08,1.1904927432656836e-08
484.0,0.0,0.0,0.0,1.3269055695629466e-08,1.3780869395837913e-08,9.720287935635078e-09
485.0,0.0,0.0,0.0,1.3103192499434098e-08,1.4406688782240177e-08,1.4170441478198436e-08
486.0,0.0,0.0,0.0,1.2939402593191172e-08,1.2921813214220029e-08,1.2896813477064363e-08
487.0,0.0,0.0,0.0,1.2777660060776283e-08,1.3804059682930645e-08,8.970810070802826e-09
488.0,0.0,0.0,0.0,1.2617939310016578e-08,1.1780241822166501e-08,1.491051105953037e-08
489.0,0.0,0.0,0.0,1.2460215068641369e-08,1.6919678751460465e-08,1.2531788298509617e-08
490.0,0.0,0.0,0.0,1.2304462380283352e-08,9.168601547422355e-09,1.1053623911004925e-08
491.0,0.0,0.0,0.0,1.215065660052981e-08,1.4672531247655779e-08,1.4116028551720387e-08
492.0,0.0,0.0,0.0,1.1998773393023186e-08,1.4734588294465128e-08,1.1117491621380148e-08
493.0,0.0,0.0,0.0,1.1848788725610396e-08,1.014447111367921e-08,1.0607743702841293e-08
494.0,0.0,0.0,0.0,1.1700678866540267e-08,1.6159226087652212e-08,9.210010747842262e-09
495.0,0.0,0.0,0.0,1.1554420380708514e-08,1.354540094659915e-08,1.156267922125182e-08
496.0,0.0,0.0,0.0,1.1409990125949658e-08,1.335226813959548e-08,1.1222197048002652e-08
497.0,0.0,0.0,0.0,1.1267365249375287e-08,1.132340962342704e-08,1.0169989004217183e-08
498.0,0.0,0.0,0.0,1.1126523183758096e-08,1.0692070867320743e-08,8.43389815764708e-09
499.0,0.0,0.0,0.0,1.098744164396112e-08,1.0568623989881905e-08,1.0148557187897156e-08
500.0,0.0,0.0,0.0,1.0850098623411605e-08,1.1631159816050639e-08,9.625491189546169e-09
501.0,0.0,0.0,0.0,1.071447239061896e-08,1.3516844940686753e-08,6.976076514088662e-09
502.0,0.0,0.0,0.0,1.0580541485736223e-08,1.0943169921459062e-08,6.57886263451423e-09
503.0,0.0,0.0,0.0,1.0448284717164519e-08,8.625397470889938e-09,1.0533763003067607e-08
504.0,0.0,0.0,0.0,1.0317681158199962e-08,1.1966535282969922e-08,4.082136412276589e-09
505.0,0.0,0.0,0.0,1.0188710143722462e-08,1.2031011636512047e-08,9.580660183272736e-09
506.0,0.0,0.0,0.0,1.0061351266925932e-08,1.1370670323821503e-08,8.09905002472569e-09
507.0,0.0,0.0,0.0,9.935584376089357e-09,1.1426582189139323e-08,1.1558519152240243e-08
508.0,0.0,0.0,0.0,9.81138957138824e-09,9.269533311072625e-09,7.843314195941664e-09
509.0,0.0,0.0,0.0,9.688747201745888e-09,7.830768867484728e-09,1.0038840910075092e-08
510.0,0.0,0.0,0.0,9.567637861724064e-09,7.831251000442505e-09,7.817046393076074e-09
511.0,0.0,0.0,0.0,9.448042388452514e-09,6.177115891536798e-09,8.73073445657955e-09
