frequency_Hz,frequency_offset_Hz,lorentzian_resonance_gain,candidate_residual_force_N,mechanical_artifact_force_N,measured_force_N
2450322500.0,322500.0,0.09107101946439164,2.2225295037039474e-08,9.366090804985892e-09,3.134136778138622e-08
2450330000.0,330000.0,0.0873358950892565,2.1313762018899997e-08,9.434380715922875e-09,3.371105383014082e-08
2450337500.0,337500.0,0.08381916564845525,2.045552687618469e-08,9.49944522829943e-09,2.846779564685899e-08
2450345000.0,345000.0,0.08050466129030094,1.9646643460859184e-08,9.561129763702102e-09,2.7563273189980647e-08
2450352500.0,352500.0,0.07737762990482648,1.888351161561366e-08,9.61928470209808e-09,2.890740870137413e-08
2450360000.0,360000.0,0.07442459650771648,1.8162842857418165e-08,9.673766222649702e-09,2.9525379461038504e-08
2450367500.0,367500.0,0.07163323782234958,1.7481629770078798e-08,9.724437137077612e-09,2.722891901827773e-08
2450375000.0,375000.0,0.06899227033705929,1.683711868533405e-08,9.77116770724087e-09,2.92662075734489e-08
2450382500.0,382500.0,0.06649135030888985,1.622678527941627e-08,9.813836438407182e-09,2.7754209682956503e-08
2450390000.0,390000.0,0.06412098435992783,1.5648312754662865e-08,9.852330839622756e-09,2.7184283728065745e-08
2450397500.0,397500.0,0.061872449468685475,1.509957231392937e-08,9.886548142667841e-09,2.60943534592454e-08
2450405000.0,405000.0,0.05973772129827657,1.457860566954292e-08,9.916395971306241e-09,2.915030784154133e-08
2450412500.0,412500.0,0.05770940992669151,1.408360935869031e-08,9.941792952907143e-09,2.3615078933865364e-08
2450420000.0,420000.0,0.05578070215381814,1.3612920663818475e-08,9.962669265034037e-09,1.9568545344719485e-08
2450427500.0,427500.0,0.05394530965641262,1.3165004960189442e-08,9.978967110252714e-09,2.6352480793476438e-08
2450435000.0,435000.0,0.05219742234736655,1.2738444333510227e-08,9.990641113199306e-09,2.1813686584795883e-08
2450442500.0,442500.0,0.050531666370618296,1.2331927328861813e-08,9.997658634856976e-09,2.2545346852404856e-08
2450450000.0,450000.0,0.04894306622908047,1.1944239708264068e-08,1e-08,2.4563341077985125e-08
2450457500.0,457500.0,0.04742701060105292,1.1574256108391763e-08,9.997658634856976e-09,1.8367395661130886e-08
2450465000.0,465000.0,0.04597922145171013,1.1220932502432249e-08,9.990641113199306e-09,1.8708279187419275e-08
2450472500.0,472500.0,0.04459572609123011,1.0883299381052002e-08,9.978967110252714e-09,1.765971061706701e-08
2450480000.0,480000.0,0.043272831870720015,1.0560455577100437e-08,9.962669265034037e-09,1.8934852262083627e-08
2450487500.0,487500.0,0.042007103241947626,1.0251562667185303e-08,9.941792952907143e-09,2.107262883212643e-08
2450495000.0,495000.0,0.04079534093758942,9.955839890746481e-09,9.916395971306241e-09,2.0920611547678263e-08
2450502500.0,502500.0,0.03963456305576703,9.672559533859079e-09,9.886548142667841e-09,2.0111656035184026e-08
2450510000.0,510000.0,0.03852198785650888,9.401042730820834e-09,9.852330839622756e-09,1.6427841802658855e-08
2450517500.0,517500.0,0.03745501809883881,9.140655641719589e-09,9.813836438407182e-09,1.4334285206861484e-08
2450525000.0,525000.0,0.03643122676579926,8.89080596871725e-09,9.77116770724087e-09,1.8770680846738885e-08
2450532500.0,532500.0,0.03544834404116438,8.650939777800601e-09,9.724437137077612e-09,1.743182484760154e-08
2450540000.0,540000.0,0.03450424541615195,8.42053859630105e-09,9.673766222649702e-09,1.9013076362383976e-08
2450547500.0,547500.0,0.03359694081733059,8.199116759630473e-09,9.61928470209808e-09,1.9222308714171092e-08
2450555000.0,555000.0,0.032724564658342455,7.986218983468304e-09,9.561129763702102e-09,1.782383161128777e-08
2450562500.0,562500.0,0.03188536672819751,7.781418140108504e-09,9.49944522829943e-09,1.880112953915964e-08
2450570000.0,570000.0,0.031077703837895806,7.584313219871589e-09,9.434380715922875e-09,1.74771166840246e-08
2450577500.0,577500.0,0.030300032155136162,7.39452746043972e-09,9.366090804985892e-09,1.7820747676628546e-08
2450585000.0,585000.0,0.029550900163988418,7.211706628710112e-09,9.294734192032965e-09,1.509709429500331e-08
2450592500.0,592500.0,0.028828942192747828,7.035517441309631e-09,9.22047285964891e-09,1.5896767473295626e-08
2450600000.0,600000.0,0.028132872458843522,6.865646111293109e-09,9.143471259606952e-09,1.6402669564213975e-08
2450607500.0,607500.0,0.027461479584717462,6.701797009778966e-09,9.063895517745546e-09,1.740674947835935e-08
2450615000.0,615000.0,0.02681362154309767,6.543691432375736e-09,8.981912666414774e-09,1.4738121754341366e-08
2450622500.0,622500.0,0.0261882209941184,6.391066461236311e-09,8.897689909641454e-09,1.633109088234199e-08
2450630000.0,630000.0,0.02558426098034711,6.243673914457039e-09,8.811393925443981e-09,1.4523390256070262e-08
2450637500.0,637500.0,0.02500078094900924,6.101279375327325e-09,8.7231902089988e-09,1.4589385249669863e-08
2450645000.0,645000.0,0.024436873073598854,5.963661294642435e-09,8.633242459634324e-09,1.6255941838324904e-08
2450652500.0,652500.0,0.023891678849664918,5.83061015992708e-09,8.541712013918244e-09,1.0386201431737013e-08
2450660000.0,660000.0,0.02336438594189907,5.7019277259875255e-09,8.448757326421096e-09,1.1557740396259099e-08
2450667500.0,667500.0,0.022854225261752743,5.577426301722893e-09,8.354533499092865e-09,1.0967589005930116e-08
2450675000.0,675000.0,0.02236046825670302,5.456928088587969e-09,8.259191859587343e-09,9.048887708478703e-09
2450682500.0,682500.0,0.021882424393990817,5.340264566515736e-09,8.162879588317384e-09,1.2146615274522767e-08
2450690000.0,690000.0,0.021419438823192298,5.227275923483004e-09,8.065739393527048e-09,1.4791883116465532e-08
2450697500.0,697500.0,0.020970890203371347,5.117810525240972e-09,7.96790923322667e-09,1.2515951625702492e-08
2450705000.0,705000.0,0.020536188681814463,5.011724422038523e-09,7.869522082455384e-09,1.327682666837761e-08
2450712500.0,712500.0,0.020114774012482725,4.908880889442554e-09,7.770705744012172e-09,1.4858021626876312e-08
2450720000.0,720000.0,0.019706113803340697,4.809150000609898e-09,7.67158270053033e-09,1.5136104965675612e-08
2450727500.0,727500.0,0.0193097018826517,4.712408227592223e-09,7.572270005558462e-09,1.2146402363698406e-08
2450735000.0,735000.0,0.01892505677517033,4.618538069460636e-09,7.472879211151498e-09,1.479858905975093e-08
2450742500.0,742500.0,0.018551720279927766,4.5274277052233664e-09,7.373516329363455e-09,1.2085197351455038e-08
2450750000.0,750000.0,0.018189256141998927,4.4389706696790964e-09,7.274281824966237e-09,1.003845604699041e-08
2450757500.0,757500.0,0.01783724881127106,4.3530655505024464e-09,7.1752706366910874e-09,1.0339535482796064e-08
2450765000.0,765000.0,0.01749530228180713,4.269615704998092e-09,7.076572224297008e-09,8.385114904165068e-09
2450772500.0,772500.0,0.017163039005919072,4.188528995087342e-09,6.9782706388089866e-09,9.390531926429024e-09
2450780000.0,780000.0,0.01684009887754183,4.109717539207132e-09,6.880444613333819e-09,1.0274128776392093e-08
2450787500.0,787500.0,0.01652613827993255,4.03309747990715e-09,6.78316767194838e-09,1.2423435190612734e-08
2450795000.0,795000.0,0.01622082919311475,3.958588766027344e-09,6.6865082542603765e-09,1.4086636682619689e-08
2450802500.0,802500.0,0.015923858356848824,3.886114948426265e-09,6.59052985336094e-09,7.712281771033125e-09
2450810000.0,810000.0,0.01563492648523987,3.815602988311184e-09,6.495291165018628e-09,1.1096549089849649e-08
2450817500.0,817500.0,0.01535374752939593,3.746983077294577e-09,6.4008462461020945e-09,8.066741445081602e-09
2450825000.0,825000.0,0.015080047984825744,3.680188468369021e-09,6.3072446803611805e-09,1.0936827325656607e-08
2450832500.0,832500.0,0.014813566240518017,3.615155317054185e-09,6.214531749840891e-09,9.567513765519624e-09
2450840000.0,840000.0,0.014554051966876168,3.551822532026251e-09,6.1227486103475345e-09,6.012759490678725e-09
2450847500.0,847500.0,0.01430126553989451,3.490131634591825e-09,6.031932469529264e-09,1.1378658087258058e-08
2450855000.0,855000.0,0.014054977499157633,3.4300266264161813e-09,5.9421167662729814e-09,8.162141967071701e-09
2450862500.0,862500.0,0.013814968037422973,3.3714538649591788e-09,5.853331350254686e-09,8.156984738466756e-09
2450870000.0,870000.0,0.013581026519711773,3.3143619461125124e-09,5.765602660609731e-09,6.940459784142864e-09
2450877500.0,877500.0,0.013352951029984692,3.2587015935688184e-09,5.678953902812705e-09,7.629088943006412e-09
2450885000.0,885000.0,0.013130547943617283,3.2044255544870715e-09,5.593405222972693e-09,9.6536116588496e-09
2450892500.0,892500.0,0.012913631524019352,3.151488501050141e-09,5.508973878858577e-09,8.281973698035907e-09
2450900000.0,900000.0,0.012702023541859545,3.0998469375390047e-09,5.425674407070343e-09,9.182845349174311e-09
2450907500.0,907500.0,0.012495552915465944,3.0494591125748365e-09,5.3435187858659825e-09,9.116821606298508e-09
2450915000.0,915000.0,0.01229405537107361,3.000284936204607e-09,5.262516593239669e-09,1.0904124840500609e-08
2450922500.0,922500.0,0.01209737312168254,2.9522859015284415e-09,5.182675159925491e-09,7.449388759725175e-09
2450930000.0,930000.0,0.011905354563375457,2.9054250105879317e-09,5.103999717072385e-09,5.055709093968853e-09
2450937500.0,937500.0,0.011717853988023486,2.859666704253812e-09,5.0264935384002105e-09,1.0020605075797988e-08
2450945000.0,945000.0,0.011534731311381247,2.814976795869318e-09,4.950158076704673e-09,7.102158528379482e-09
2450952500.0,952500.0,0.011355851815640373,2.771322408422033e-09,4.874993094630061e-09,9.875500392206848e-09
2450960000.0,960000.0,0.011181085905572955,2.7286719150322698e-09,4.800996789674284e-09,8.296422931071496e-09
2450967500.0,967500.0,0.011010308877454756,2.6869948825602678e-09,4.728165913430464e-09,7.152885735584042e-09
2450975000.0,975000.0,0.010843400700011293,2.646262018147501e-09,4.6564958851041106e-09,8.000309691344202e-09
2450982500.0,982500.0,0.010680245806680165,2.606445118519636e-09,4.585980899374789e-09,1.1094451138147025e-08
2450990000.0,990000.0,0.010520732898528957,2.567517021889918e-09,4.516614028696812e-09,1.1238092108694236e-08
2450997500.0,997500.0,0.010364754757210905,2.529451562312207e-09,4.448387320154995e-09,7.1166011527327595e-09
2451005000.0,1005000.0,0.010212208067380666,2.4922235263426913e-09,4.3812918870095355e-09,7.193896599986378e-09
2451012500.0,1012500.0,0.010062993248029107,2.4558086118782317e-09,4.315317995078685e-09,8.923606921889689e-09
2451020000.0,1020000.0,0.009917014292230825,2.4201833890477755e-09,4.2504551441196495e-09,4.979316467632731e-09
2451027500.0,1027500.0,0.00977417861482995,2.3853252630410597e-09,4.186692144377192e-09,7.238158152654762e-09
2451035000.0,1035000.0,0.009634396907619414,2.351212438766045e-09,4.124017188476259e-09,6.423503931334591e-09
2451042500.0,1042500.0,0.009497583001596985,2.31782388723339e-09,4.062417918839517e-09,7.0080582289880145e-09
2451050000.0,1050000.0,0.009363653735906748,2.285139313572464e-09,4.001881490813647e-09,4.6202831924872995e-09
2451057500.0,1057500.0,0.009232528833099102,2.2531391265893528e-09,3.9423946316894695e-09,3.016398771660884e-09
2451065000.0,1065000.0,0.009104130780364686,2.2218044097827674e-09,3.8839436958008926e-09,1.959781233601077e-09
2451072500.0,1072500.0,0.00897838471641841,2.1911168937388173e-09,3.826514715886417e-09,3.782863383646018e-09
2451080000.0,1080000.0,0.008855218323729668,2.161058929830491e-09,3.770093450894622e-09,5.013801810846446e-09
2451087500.0,1087500.0,0.008734561725812615,2.1316134651520104e-09,3.7146654304119228e-09,5.2598957222664095e-09
2451095000.0,1095000.0,0.008616347389307747,2.1027640186224717e-09,3.6602159958870843e-09,9.637442339368588e-09
2451102500.0,1102500.0,0.008500510030601838,2.074494658197042e-09,3.6067303388225306e-09,7.893211736834169e-09
2451110000.0,1110000.0,0.008386986526748024,2.0467899791275826e-09,3.5541935360976003e-09,3.6768012825419284e-09
2451117500.0,1117500.0,0.008275715830462051,2.0196350832180278e-09,3.502590582583667e-09,6.217642570703609e-09
2451125000.0,1125000.0,0.008166638888983372,1.9930155590229635e-09,3.451906421205516e-09,4.630765507527829e-09
2451132500.0,1132500.0,0.008059698566602247,1.9669174629408623e-09,3.402125970597615e-09,4.800315757458287e-09
2451140000.0,1140000.0,0.007954839570665282,1.9413273011562127e-09,3.3532341504980865e-09,5.665212750485063e-09
2451147500.0,1147500.0,0.007852008380882514,1.9162320123873696e-09,3.3052159050172345e-09,6.459790151355391e-09
2451155000.0,1155000.0,0.007751153181769287,1.891618951399431e-09,3.2580562239115427e-09,4.4711582075429425e-09
2451162500.0,1162500.0,0.007652223798065432,1.8674758732437026e-09,3.2117401619881036e-09,7.206919100700523e-09
2451170000.0,1170000.0,0.007555171632983167,1.8437909181874985e-09,3.166252856758583e-09,2.726167322661273e-09
2451177500.0,1177500.0,0.007459949609143384,1.8205525973000216e-09,3.1215795444560103e-09,4.954810266480569e-09
2451185000.0,1185000.0,0.007366512112067689,1.7977497786619607e-09,3.0777055745220413e-09,1.0070802806375668e-08
2451192500.0,1192500.0,0.007274814936101007,1.7753716741682508e-09,3.0346164226667755e-09,5.256147582085576e-09
2451200000.0,1200000.0,0.007184815232646174,1.7534078268950598e-09,2.9922977025978316e-09,7.612134542705238e-09
2451207500.0,1207500.0,0.007096471460598651,1.7318480990036984e-09,2.950735176510166e-09,4.865623631860281e-09
2451215000.0,1215000.0,0.0070097433388753416,1.710682660155586e-09,2.909914764423068e-09,5.782151615238247e-09
2451222500.0,1222500.0,0.0069245918009372244,1.6899019764137918e-09,2.8698225524459093e-09,4.446158140074318e-09
2451230000.0,1230000.0,0.006840978951210969,1.6694967996080104e-09,2.8304448000495372e-09,4.159126437329138e-09
2451237500.0,1237500.0,0.006758868023319642,1.6494581571410358e-09,2.79176794641574e-09,2.8822613101059364e-09
2451245000.0,1245000.0,0.006678223340037333,1.6297773422159464e-09,2.7537786159328853e-09,5.244158676063939e-09
2451252500.0,1252500.0,0.00659901027488712,1.6104459044643346e-09,2.7164636229017777e-09,2.6238351489945765e-09
2451260000.0,1260000.0,0.00652119521530591,1.5914556409569252e-09,2.6798099755118268e-09,5.60243608909561e-09
2451267500.0,1267500.0,0.0064447455273036565,1.572798587578885e-09,2.6438048791439294e-09,6.387177475614634e-09
2451275000.0,1275000.0,0.006369629521548238,1.5544670107530551e-09,2.6084357390529057e-09,4.895965564280421e-09
2451282500.0,1282500.0,0.006295816420810795,1.5364533994951972e-09,2.573690162478984e-09,3.537646094862797e-09
2451290000.0,1290000.0,0.006223276328709671,1.5187504577861513e-09,2.539555960234646e-09,4.9662375766381895e-09
2451297500.0,1297500.0,0.00615198019969415,1.5013510972465632e-09,2.5060211478101088e-09,3.3900261339638467e-09
2451305000.0,1305000.0,0.006081899810212302,1.4842484301005816e-09,2.473073946037904e-09,5.828416627068785e-09
2451312500.0,1312500.0,0.006013007731009939,1.4674357624155967e-09,2.440702781354277e-09,2.453263753396264e-10
2451320000.0,1320000.0,0.005945277300510319,1.4509065876057297e-09,2.40889628569262e-09,3.188588137061057e-09
2451327500.0,1327500.0,0.005878682599226826,1.4346545801874107e-09,2.3776432960417566e-09,-1.69326114018829e-10
2451335000.0,1335000.0,0.005813198425163144,1.4186735897759522e-09,2.346932853699605e-09,7.75484783021147e-10
2451342500.0,1342500.0,0.005748800270157697,1.4029576353125603e-09,2.3167542032506577e-09,6.447436298191037e-09
2451350000.0,1350000.0,0.005685464297131222,1.387500899511752e-09,2.2870967912937097e-09,5.464967654748834e-09
2451357500.0,1357500.0,0.005623167318198387,1.3722977235196368e-09,2.2579502649443703e-09,2.1912875218944263e-09
2451365000.0,1365000.0,0.005561886773606236,1.3573426017739804e-09,2.229304470135166e-09,5.816401598273521e-10
2451372500.0,1372500.0,0.00550160071146398,1.342630177057391e-09,2.201149449734361e-09,-2.3852780488915507e-09
2451380000.0,1380000.0,0.005442287768230439,1.3281552357354037e-09,2.1734754415030846e-09,2.414639661373219e-09
2451387500.0,1387500.0,0.00538392714992701,1.3139127031716292e-09,2.146272875908901e-09,8.301015603575335e-09
2451395000.0,1395000.0,0.005326498614045505,1.2998976393124757e-09,2.1195323738126136e-09,4.2891985560523846e-09
2451402500.0,1402500.0,0.005269982452121737,1.2861052344343468e-09,2.0932447440437904e-09,2.2602054063791583e-09
2451410000.0,1410000.0,0.005214359472947051,1.2725308050465232e-09,2.0674009808793483e-09,4.270092204926484e-09
2451417500.0,1417500.0,0.005159610986391262,1.2591697899432546e-09,2.041992261438397e-09,1.7924534539276564e-10
2451425000.0,1425000.0,0.005105718787811772,1.2460177463989061e-09,2.017009943005519e-09,2.668380964009154e-09
2451432500.0,1432500.0,0.005052665143024725,1.233070346500265e-09,1.992445560293696e-09,3.4244708528254378e-09
2451440000.0,1440000.0,0.005000432773815243,1.2203233736104071e-09,1.968290822657176e-09,3.016412892625486e-09
2451447500.0,1447500.0,0.004949004843964743,1.2077727189587541e-09,1.9445376112637528e-09,4.733922573602668e-09
2451455000.0,1455000.0,0.004898364945774426,1.1954143783522181e-09,1.92117797623514e-09,3.805882807059463e-09
2451462500.0,1462500.0,0.004848497087064953,1.183244449002555e-09,1.8982041337633764e-09,4.418100618981925e-09
2451470000.0,1470000.0,0.0047993856786331356,1.1712591264652525e-09,1.875608463210555e-09,1.6701230252142887e-09
2451477500.0,1477500.0,0.004751015522147488,1.1594547016855166e-09,1.8533835041984966e-09,4.808469022705109e-09
2451485000.0,1485000.0,0.004703371798465161,1.1478275581470946e-09,1.831521953694436e-09,6.2372234070895135e-09
2451492500.0,1492500.0,0.004656440056353591,1.1363741691198668e-09,1.8100166630982254e-09,1.006091792915267e-09
2451500000.0,1500000.0,0.004610206201600997,1.1250910950023338e-09,1.7888606353360587e-09,1.1385604189092729e-09
