voltage_V,electric_field_V_per_m,energy_density_J_per_m3,F_electrostatic_N,F_EHD_air_N,F_residual_chi_0_N,F_total_air_chi_0_N,F_residual_chi_1e-06_N,F_total_air_chi_1e-06_N,F_residual_chi_1e-05_N,F_total_air_chi_1e-05_N,F_residual_chi_0.0001_N,F_total_air_chi_0.0001_N
9733.117056856187,486655.85284280934,1.048486000601072,5.24243000300536e-05,0.00018946713528492966,0.0,0.00024189143531498327,2.6212150015026805e-09,0.00024189405652998478,2.6212150015026806e-08,0.0002419176474649983,2.6212150015026805e-07,0.00024215355681513355
9833.448160535117,491672.40802675585,1.0702134590250165,5.3510672951250816e-05,0.00019339340545186296,0.0,0.0002469040784031138,2.675533647562541e-09,0.00024690675393676135,2.6755336475625416e-08,0.00024693083373958943,2.6755336475625416e-07,0.00024717163176787003
9933.779264214047,496688.96321070235,1.0921637403981697,5.460818701990849e-05,0.00019735994094025793,0.0,0.0002519681279601664,2.730409350995424e-09,0.0002519708583695174,2.7304093509954244e-08,0.0002519954320536764,2.7304093509954243e-07,0.000252241168895266
10034.110367892976,501705.5183946488,1.1143368447205315,5.571684223602657e-05,0.00020136674175011461,0.0,0.0002570835839861412,2.7858421118013285e-09,0.000257086369828253,2.785842111801329e-08,0.00025711144240725924,2.785842111801329e-07,0.0002573621681973213
10134.441471571907,506722.0735785953,1.136732771992102,5.683663859960511e-05,0.0002054138078814331,0.0,0.00026225044648103824,2.8418319299802552e-09,0.0002622532883129682,2.8418319299802556e-08,0.000262278864800338,2.8418319299802555e-07,0.00026253462967403625
10234.772575250836,511738.6287625418,1.1593515222128816,5.796757611064408e-05,0.00020950113933421326,0.0,0.0002674687154448573,2.898378805532204e-09,0.0002674716138236628,2.8983788055322043e-08,0.0002674976992329126,2.898378805532204e-07,0.00026775855332541055
10335.103678929765,516755.18394648825,1.1821930953828697,5.9109654769143485e-05,0.0002136287361084551,0.0,0.0002727383908775986,2.9554827384571738e-09,0.00027274134636033707,2.9554827384571742e-08,0.00027276794570498317,2.955482738457174e-07,0.00027303393915144433
10435.434782608696,521771.7391304348,1.205257491502067,6.0262874575103344e-05,0.00021779659820415882,0.0,0.0002780594727792622,3.0131437287551677e-09,0.00027806248592299095,3.013143728755168e-08,0.0002780896042165497,3.0131437287551683e-07,0.0002783607871521377
10535.765886287625,526788.2943143812,1.228544710570472,6.14272355285236e-05,0.0002220047256213241,0.0,0.0002834319611498477,3.0713617764261803e-09,0.00028343503251162416,3.071361776426181e-08,0.00028346267476761196,3.071361776426181e-07,0.00028373909732749033
10636.096989966554,531804.8494983277,1.2520547525880867,6.260273762940433e-05,0.0002262531183599512,0.0,0.00028885585598935554,3.130136881470217e-09,0.000288858986126237,3.130136881470217e-08,0.00028888715735817026,3.1301368814702174e-07,0.00028916886967750256
10736.428093645485,536821.4046822742,1.27578761755491,6.37893808777455e-05,0.00023054177642004004,0.0,0.0002943311572977855,3.189469043887275e-09,0.00029433434676682943,3.1894690438872753e-08,0.0002943630519882244,3.1894690438872753e-07,0.00029465010420217427
10836.759197324414,541837.9598662207,1.2997433054709424,6.49871652735471e-05,0.00023487069980159057,0.0,0.00029985786507513766,3.2493582636773556e-09,0.00029986111443340135,3.249358263677356e-08,0.0002998903586577744,3.249358263677356e-07,0.0003001828009015054
10937.090301003343,546854.5150501672,1.323921816336183,6.619609081680915e-05,0.00023923988850460282,0.0,0.000305435979321412,3.309804540840457e-09,0.00030543928912595285,3.309804540840458e-08,0.0003054690773668204,3.3098045408404575e-07,0.00030576695977549607
11037.421404682274,551871.0702341137,1.3483231501506328,6.741615750753163e-05,0.00024364934252907688,0.0,0.0003110655000366085,3.370807875376582e-09,0.0003110688708444839,3.3708078753765823e-08,0.00031109920811536225,3.3708078753765823e-07,0.00031140258082414617
11137.752508361204,556887.6254180601,1.3729473069142906,6.864736534571453e-05,0.0002480990618750126,0.0,0.00031674642722072713,3.432368267285726e-09,0.0003167498595889944,3.4323682672857266e-08,0.00031678075090339997,3.4323682672857266e-07,0.0003170896640474557
11238.083612040133,561904.1806020066,1.3977942866271578,6.98897143313579e-05,0.00025258904654240996,0.0,0.00032247876087376787,3.4944857165678944e-09,0.00032248225535948445,3.494485716567895e-08,0.00032251370573093357,3.494485716567895e-07,0.00032282820944542465
11338.414715719064,566920.7357859531,1.422864089289234,7.114320446446168e-05,0.0002571192965312692,0.0,0.00032826250099573086,3.5571602232230847e-09,0.0003282660581559541,3.557160223223085e-08,0.0003282980725979631,3.557160223223085e-07,0.0003286182170180532
11438.745819397993,571937.2909698996,1.4481567149005183,7.240783574502592e-05,0.0002616898118415901,0.0,0.00033409764758661606,3.620391787251296e-09,0.0003341012679784033,3.6203917872512963e-08,0.0003341338515044886,3.620391787251296e-07,0.00033445968676534116
11539.076923076924,576953.8461538461,1.473672163461012,7.36836081730506e-05,0.0002663005924733728,0.0,0.0003399842006464234,3.6841804086525298e-09,0.00033998788482683207,3.68418040865253e-08,0.00034002104245050993,3.68418040865253e-07,0.00034035261868728867
11639.408026755853,581970.4013377926,1.4994104349707142,7.49705217485357e-05,0.00027095163842661714,0.0,0.00034592216017515284,3.748526087426786e-09,0.00034592590870124025,3.748526087426786e-08,0.0003459596454360271,3.748526087426786e-07,0.00034629701278389555
11739.739130434782,586986.9565217391,1.525371529429625,7.626857647148125e-05,0.0002756429497013232,0.0,0.00035191152617280444,3.813428823574062e-09,0.000351915339601628,3.8134288235740626e-08,0.0003519496604610402,3.8134288235740626e-07,0.00035229286905516185
11840.070234113713,592003.5117056856,1.551555446837745,7.757777234188726e-05,0.0002803745262974911,0.0,0.00035795229863937834,3.878888617094363e-09,0.00035795617752799544,3.878888617094363e-08,0.0003579910875255493,3.8788886170943627e-07,0.00035834018750108775
11940.401337792642,597020.0668896321,1.5779621871950733,7.889810935975368e-05,0.0002851463682151206,0.0,0.0003640444775748743,3.944905467987682e-09,0.0003640484224803423,3.9449054679876834e-08,0.00036408392662955414,3.9449054679876827e-07,0.0003644389681216731
12040.732441471571,602036.6220735785,1.6045917505016103,8.022958752508051e-05,0.0002899584754542119,0.0,0.00037018806297929244,4.011479376254025e-09,0.0003701920744586687,4.0114793762540255e-08,0.00037022817777305496,4.0114793762540254e-07,0.00037058921091691783
12141.063545150502,607053.1772575252,1.6314441367573569,8.157220683786784e-05,0.00029481084801476497,0.0,0.0003763830548526328,4.078610341893392e-09,0.00037638713346297467,4.078610341893392e-08,0.00037642384095605173,4.078610341893392e-07,0.0003767909158868221
12241.394648829431,612069.7324414715,1.658519345962311,8.292596729811556e-05,0.00029970348589677964,0.0,0.0003826294531948952,4.146298364905778e-09,0.0003826335994932601,4.1462983649057786e-08,0.00038267091617854427,4.146298364905778e-07,0.0003830440830313858
12341.72575250836,617086.287625418,1.685817378116475,8.429086890582374e-05,0.00030463638910025614,0.0,0.0003889272580060799,4.2145434452911876e-09,0.0003889314725495252,4.214543445291188e-08,0.0003889694034405328,4.214543445291188e-07,0.00038934871235060903
12442.056856187291,622102.8428093645,1.713338233219847,8.566691166099235e-05,0.00030960955762519436,0.0,0.0003952764692861867,4.283345583049618e-09,0.00039528075263176976,4.2833455830496184e-08,0.0003953193027420172,4.283345583049618e-07,0.00039570480384449165
12542.38795986622,627119.397993311,1.7410819112724283,8.705409556362141e-05,0.00031462299147159425,0.0,0.00040167708703521565,4.35270477818107e-09,0.00040168143973999385,4.352704778181071e-08,0.00040172061408299745,4.352704778181071e-07,0.00040211235751303376
12642.71906354515,632135.9531772574,1.7690484122742176,8.845242061371088e-05,0.0003196766906394559,0.0,0.0004081291112531668,4.422621030685544e-09,0.0004081335338741975,4.422621030685545e-08,0.0004081733374634737,4.4226210306855445e-07,0.00040857137335623535
12743.05016722408,637152.5083612041,1.7972377362252168,8.986188681126083e-05,0.00032477065512877935,0.0,0.00041463254194004016,4.493094340563042e-09,0.0004146370350343807,4.493094340563042e-08,0.0004146774728834458,4.493094340563042e-07,0.00041508185137409647
12843.38127090301,642169.0635451504,1.8256498831254238,9.12824941562712e-05,0.0003299048849395644,0.0,0.0004211873790958356,4.564124707813559e-09,0.00042119194322054346,4.56412470781356e-08,0.00042123302034291374,4.56412470781356e-07,0.00042164379156661697
12943.712374581939,647185.618729097,1.85428485297484,9.2714242648742e-05,0.00033507938007181127,0.0,0.0004277936227205533,4.6357121324370996e-09,0.0004277982584326857,4.6357121324371e-08,0.0004278399798418777,4.6357121324371e-07,0.000428257193933797
13044.04347826087,652202.1739130435,1.8831426457734648,9.415713228867323e-05,0.0003402941405255198,0.0,0.00043445127281419303,4.707856614433663e-09,0.00043445598067080746,4.707856614433663e-08,0.0004344983513803374,4.707856614433663e-07,0.0004349220584756364
13144.3745819398,657218.72909699,1.9122232615212986,9.561116307606492e-05,0.00034554916630069013,0.0,0.00044116032937675505,4.7805581538032455e-09,0.00044116510993490887,4.780558153803246e-08,0.0004412081349582931,4.780558153803246e-07,0.00044163838519213535
13244.705685618728,662235.2842809364,1.9415267002183405,9.707633501091701e-05,0.0003508444573973221,0.0,0.00044792079240823916,4.853816750545851e-09,0.0004479256462249897,4.853816750545852e-08,0.0004479693305757446,4.853816750545852e-07,0.0004484061740832937
13345.03678929766,667251.839464883,1.9710529618645924,9.855264809322962e-05,0.000356180013815416,0.0,0.00045473266190864563,4.927632404661481e-09,0.0004547375895410503,4.927632404661481e-08,0.00045478193823269224,4.927632404661481e-07,0.0004552254251491118
13445.367892976588,672268.3946488294,2.0008020464600516,0.00010004010232300258,0.0003615558355549714,0.0,0.000461595937877974,5.002005116150129e-09,0.00046160093988309014,5.002005116150129e-08,0.0004616459579291355,5.002005116150129e-07,0.000462096138389589
13545.698996655517,677284.9498327759,2.0307739540047205,0.00010153869770023603,0.0003669719226159886,0.0,0.00046851062031622465,5.076934885011801e-09,0.0004685156972511097,5.076934885011802e-08,0.00046856138966507477,5.076934885011802e-07,0.00046901831380472583
13646.030100334448,682301.5050167224,2.060968684498598,0.00010304843422492992,0.0003724282749984676,0.0,0.0004754767092233975,5.152421711246496e-09,0.00047548186164510876,5.1524217112464963e-08,0.00047552823344051,5.152421711246496e-07,0.0004759919513945222
13746.361204013378,687318.0602006689,2.0913862379416845,0.00010456931189708422,0.0003779248927024082,0.0,0.00048249420459949244,5.228465594854211e-09,0.00048249943306508727,5.2284655948542124e-08,0.000482546489255441,5.228465594854211e-07,0.00048301705115897785
13846.692307692307,692334.6153846154,2.1220266143339797,0.00010610133071669899,0.00038346177572781063,0.0,0.0004895631064445096,5.305066535834949e-09,0.0004895684115110454,5.3050665358349496e-08,0.000489616157109868,5.305066535834949e-07,0.0004900936130980931
13947.023411371238,697351.1705685619,2.1528898136754835,0.00010764449068377417,0.00038903892407467477,0.0,0.000496683414758449,5.382224534188709e-09,0.0004966887969829832,5.38222453418871e-08,0.0004967372370037909,5.382224534188709e-07,0.0004972216372118679
14047.354515050167,702367.7257525083,2.1839758359661956,0.00010919879179830977,0.0003946563377430006,0.0,0.0005038551295413104,5.459939589915489e-09,0.0005038605894809004,5.4599395899154896e-08,0.0005039097289372095,5.45993958991549e-07,0.0005044011235003019
14147.685618729096,707384.2809364548,2.215284681206117,0.00011076423406030584,0.00040031401673278815,0.0,0.000511078250793094,5.538211703015292e-09,0.000511083789004797,5.5382117030152924e-08,0.0005111336329101241,5.538211703015293e-07,0.0005116320719633955
14248.016722408027,712400.8361204013,2.246816349395247,0.00011234081746976234,0.0004060119610440375,0.0,0.0005183527785137998,5.617040873488117e-09,0.0005183583955546732,5.6170408734881176e-08,0.0005184089489225347,5.617040873488117e-07,0.0005189144826011486
14348.347826086956,717417.3913043478,2.278570840533586,0.0001139285420266793,0.00041175017067674857,0.0,0.0005256787127034279,5.696427101333965e-09,0.0005256844091305292,5.6964271013339654e-08,0.0005257356769744412,5.696427101333965e-07,0.0005262483554135613
14448.678929765887,722433.9464882943,2.310548154621134,0.00011552740773105669,0.0004175286456309214,0.0,0.0005330560533619781,5.776370386552835e-09,0.0005330618297323647,5.7763703865528357e-08,0.0005331138170658436,5.776370386552835e-07,0.0005336336904006334
14549.010033444816,727450.5016722408,2.3427482916578906,0.00011713741458289452,0.0004233473859065558,0.0,0.0005404848004894504,5.856870729144726e-09,0.0005404906573601796,5.856870729144727e-08,0.0005405433691967419,5.856870729144727e-07,0.0005410704875623649
14649.341137123745,732467.0568561873,2.3751712516438555,0.00011875856258219279,0.00042920639150365204,0.0,0.0005479649540858448,5.937928129109639e-09,0.0005479708920139739,5.93792812910964e-08,0.0005480243333671359,5.937928129109639e-07,0.0005485587468987557
14749.672240802676,737483.6120401338,2.4078170345790295,0.00012039085172895148,0.0004351056624222101,0.0,0.0005554965141511616,6.019542586447574e-09,0.000555502533693748,6.019542586447575e-08,0.0005555567095770261,6.019542586447575e-07,0.0005560984684098064
14850.003344481605,742500.1672240803,2.4406856404634123,0.00012203428202317061,0.0004410451986622297,0.0,0.0005630794806854003,6.101714101158531e-09,0.0005630855823995015,6.101714101158531e-08,0.0005631404978264119,6.101714101158531e-07,0.0005636896520955162
14950.334448160535,747516.7224080267,2.473777069297003,0.00012368885346485014,0.0004470250002237111,0.0,0.0005707138536885613,6.184442673242507e-09,0.0005707200381312345,6.184442673242508e-08,0.0005707756981152937,6.184442673242507e-07,0.0005713322979558856
15050.665551839465,752533.2775919733,2.5070913210798045,0.0001253545660539902,0.00045304506710665434,0.0,0.0005783996331606445,6.267728302699511e-09,0.0005784059008889473,6.267728302699512e-08,0.0005784623104436715,6.267728302699512e-07,0.0005790264059909145
15150.996655518395,757549.8327759197,2.5406283958118125,0.0001270314197905906,0.00045910539931105917,0.0,0.0005861368191016498,6.3515709895295306e-09,0.0005861431706726393,6.351570989529531e-08,0.0005862003348115451,6.351570989529531e-07,0.0005867719762006027
15251.327759197324,762566.3879598662,2.5743882934930307,0.00012871941467465154,0.0004652059968369257,0.0,0.0005939254115115772,6.435970733732576e-09,0.000593931847482311,6.435970733732577e-08,0.0005939897712189145,6.435970733732577e-07,0.0005945690085849504
15351.658862876255,767582.9431438127,2.608371014123457,0.00013041855070617284,0.0004713468596842541,0.0,0.0006017654103904269,6.520927535308643e-09,0.0006017719313179623,6.520927535308644e-08,0.00060183061966578,6.520927535308643e-07,0.0006024175031439578
15451.989966555184,772599.4983277592,2.642576557703092,0.00013212882788515463,0.00047752798785304415,0.0,0.0006096568157381988,6.606441394257731e-09,0.000609663422179593,6.606441394257733e-08,0.0006097228801521413,6.606441394257732e-07,0.0006103174598776246
15552.321070234113,777616.0535117056,2.6770049242319356,0.0001338502462115968,0.00048374938134329587,0.0,0.0006175996275548926,6.692512310579839e-09,0.0006176063200672032,6.692512310579841e-08,0.0006176665526779984,6.692512310579841e-07,0.0006182688787859506
15652.652173913044,782632.6086956522,2.7116561137099895,0.00013558280568549947,0.0004900110401550095,0.0,0.000625593845840509,6.779140284274974e-09,0.0006256006249807933,6.779140284274976e-08,0.0006256616372433517,6.779140284274975e-07,0.0006262717598689365
15752.983277591973,787649.1638795986,2.746530126137251,0.00013732650630686252,0.0004963129642881847,0.0,0.0006336394705950473,6.866325315343127e-09,0.0006336463369203626,6.866325315343127e-08,0.0006337081338482007,6.866325315343127e-07,0.0006343261031265815
15853.314381270902,792665.7190635451,2.781626961513721,0.00013908134807568602,0.0005026551537428216,0.0,0.0006417365018185076,6.954067403784302e-09,0.0006417434558859113,6.954067403784303e-08,0.0006418060424925455,6.954067403784303e-07,0.0006424319085588861
15953.645484949833,797682.2742474916,2.8169466198394,0.00014084733099197,0.0005090376085189204,0.0,0.0006498849395108904,7.0423665495985e-09,0.00064989198187744,7.042366549598501e-08,0.0006499553631763863,7.042366549598502e-07,0.0006505891761658503
16053.976588628762,802698.8294314381,2.852489101114288,0.0001426244550557144,0.0005154603286164807,0.0,0.0006580847836721951,7.13122275278572e-09,0.000658091914894948,7.131222752785721e-08,0.000658156095899723,7.131222752785721e-07,0.0006587979059474738
16154.307692307691,807715.3846153845,2.888254405338384,0.0001444127202669192,0.0005219233140355029,0.0,0.000666336034302422,7.220636013345959e-09,0.0006663432549384354,7.22063601334596e-08,0.0006664082406625555,7.22063601334596e-07,0.0006670580979037566
16254.638795986622,812731.9397993311,2.9242425325116908,0.00014621212662558453,0.0005284265647759869,0.0,0.0006746386914015714,7.3106063312792255e-09,0.0006746460020079026,7.310606331279227e-08,0.0006747117974648842,7.310606331279226e-07,0.0006753697520346993
16354.969899665552,817748.4949832775,2.9604534826342035,0.00014802267413171018,0.0005349700808379324,0.0,0.0006829927549696427,7.401133706585508e-09,0.0006830001561033492,7.40113370658551e-08,0.0006830667663067085,7.401133706585509e-07,0.0006837328683403012
16455.30100334448,822765.050167224,2.996887255705927,0.00014984436278529635,0.0005415538622213396,0.0,0.000691398225006636,7.492218139264818e-09,0.0006914057172247753,7.492218139264819e-08,0.0006914731471880286,7.492218139264819e-07,0.0006921474468205625
16555.63210702341,827781.6053511705,3.0335438517268587,0.00015167719258634291,0.0005481779089262089,0.0,0.0006998551015125518,7.583859629317147e-09,0.0006998626853721811,7.583859629317148e-08,0.000699930940108845,7.583859629317148e-07,0.0007006134874754836
16655.963210702343,832798.1605351171,3.0704232706970003,0.00015352116353485002,0.0005548422209525397,0.0,0.0007083633844873898,7.676058176742501e-09,0.0007083710605455666,7.676058176742502e-08,0.0007084401450691572,7.676058176742502e-07,0.0007091309903050641
16756.29431438127,837814.7157190635,3.107525512616349,0.00015537627563081744,0.0005615467983003322,0.0,0.0007169230739311497,7.768813781540873e-09,0.0007169308427449312,7.768813781540873e-08,0.0007170007620689651,7.768813781540873e-07,0.0007176999553093038
16856.6254180602,842831.27090301,3.144850577484907,0.00015724252887424535,0.0005682916409695865,0.0,0.0007255341698438318,7.862126443712267e-09,0.0007255420319702755,7.862126443712267e-08,0.000725612791108269,7.862126443712267e-07,0.000726320382488203
16956.956521739132,847847.8260869565,3.1823984653026733,0.0001591199232651337,0.0005750767489603026,0.0,0.0007341966722254363,7.955996163256683e-09,0.0007342046282215997,7.955996163256684e-08,0.0007342762321870689,7.955996163256683e-07,0.0007349922718417621
17057.28762541806,852864.3812709029,3.2201691760696485,0.0001610084588034824,0.0005819021222724801,0.0,0.0007429105810759626,8.050422940174121e-09,0.0007429186314989027,8.050422940174122e-08,0.0007429910853053644,8.050422940174121e-07,0.00074371562336998
17157.61872909699,857880.9364548494,3.2581627097858328,0.00016290813548929165,0.0005887677609061196,0.0,0.0007516758963954113,8.145406774464582e-09,0.0007516840418021857,8.145406774464583e-08,0.0007517573504631559,8.145406774464582e-07,0.0007524904370728577
17257.94983277592,862897.491638796,3.296379066451227,0.00016481895332256136,0.0005956736648612208,0.0,0.0007604926181837821,8.240947666128068e-09,0.0007605008591314483,8.240947666128069e-08,0.0007605750276604434,8.240947666128068e-07,0.000761316712950395
17358.28093645485,867914.0468227424,3.3348182460658284,0.0001667409123032914,0.0006026198341377837,0.0,0.000769360746441075,8.33704561516457e-09,0.0007693690834866902,8.337045615164571e-08,0.0007694441168972267,8.33704561516457e-07,0.0007701944510025915
17458.61204013378,872930.602006689,3.373480248629639,0.00016867401243148193,0.0006096062687358084,0.0,0.0007782802811672903,8.433700621574098e-09,0.0007782887148679119,8.433700621574099e-08,0.000778364618173506,8.433700621574098e-07,0.0007791236512294477
17558.94314381271,877947.1571906355,3.4123650741426585,0.00017061825370713292,0.0006166329686552947,0.0,0.0007872512223624276,8.530912685356646e-09,0.000787259753275113,8.530912685356648e-08,0.0007873365314892812,8.530912685356647e-07,0.0007881043136309633
17659.274247491638,882963.7123745818,3.451472722604886,0.00017257363613024427,0.0006236999338962427,0.0,0.000796273570026487,8.628681806512214e-09,0.0007962821987082935,8.628681806512217e-08,0.0007963598568445521,8.628681806512216e-07,0.0007971364382071382
17759.60535117057,887980.2675585285,3.4908031940163236,0.0001745401597008162,0.0006308071644586526,0.0,0.0008053473241594688,8.727007985040808e-09,0.0008053560511674539,8.727007985040809e-08,0.0008054345942393192,8.727007985040808e-07,0.0008062200249579728
17859.9364548495,892996.822742475,3.5303564883769694,0.00017651782441884846,0.0006379546603425242,0.0,0.0008144724847613726,8.825891220942424e-09,0.0008144813106525936,8.825891220942426e-08,0.0008145607436735821,8.825891220942425e-07,0.0008153550738834669
17960.267558528427,898013.3779264214,3.570132605686823,0.00017850663028434115,0.0006451424215478573,0.0,0.0008236490518321984,8.925331514217058e-09,0.0008236579771637127,8.925331514217058e-08,0.0008237383051473406,8.925331514217058e-07,0.0008245415849836202
18060.598662207358,903029.9331103679,3.6101315459458863,0.00018050657729729432,0.0006523704480746525,0.0,0.0008328770253719468,9.025328864864715e-09,0.0008328860507008117,9.025328864864716e-08,0.0008329672786605955,9.025328864864716e-07,0.0008337795582584333
18160.92976588629,908046.4882943145,3.6503533091541596,0.00018251766545770797,0.0006596387399229092,0.0,0.0008421564053806172,9.1258832728854e-09,0.0008421655312638902,9.125883272885401e-08,0.0008422476642133461,9.1258832728854e-07,0.0008430689937079058
18261.260869565216,913063.0434782607,3.6907978953116385,0.00018453989476558194,0.0006669472970926275,0.0,0.0008514871918582094,9.226994738279095e-09,0.0008514964188529476,9.226994738279097e-08,0.0008515794618055921,9.226994738279097e-07,0.0008524098913320373
18361.591973244147,918079.5986622074,3.7314653044183292,0.00018657326522091645,0.0006742961195838078,0.0,0.0008608693848047243,9.328663261045822e-09,0.0008608787134679854,9.328663261045824e-08,0.0008609626714373348,9.328663261045823e-07,0.0008618022511308289
18461.923076923078,923096.1538461539,3.7723555364742274,0.00018861777682371134,0.0006816852073964497,0.0,0.0008703029842201611,9.430888841185567e-09,0.0008703124151090022,9.430888841185568e-08,0.000870397293108573,9.430888841185568e-07,0.0008712460731042797
18562.254180602005,928112.7090301003,3.8134685914793334,0.00019067342957396666,0.0006891145605305532,0.0,0.0008797879901045198,9.533671478698333e-09,0.0008797975237759985,9.533671478698334e-08,0.0008798833268193068,9.533671478698334e-07,0.0008807413572523897
18662.585284280936,933129.2642140468,3.85480446943365,0.00019274022347168248,0.0006965841789861187,0.0,0.0008893244024578012,9.637011173584125e-09,0.0008893340394689747,9.637011173584127e-08,0.000889420772569537,9.637011173584126e-07,0.0008902881035751596
18762.916387959867,938145.8193979934,3.896363170337175,0.00019481815851685874,0.0007040940627631459,0.0,0.0008989122212800046,9.740907925842939e-09,0.0008989219621879305,9.74090792584294e-08,0.000899009630359263,9.740907925842939e-07,0.0008998863120725889
18863.247491638795,943162.3745819397,3.938144694189907,0.00019690723470949535,0.0007116442118616346,0.0,0.00090855144657113,9.845361735474768e-09,0.0009085612919328655,9.845361735474768e-08,0.0009086499001884847,9.845361735474769e-07,0.0009095359827446775
18963.578595317726,948178.9297658863,3.98014904099185,0.0001990074520495925,0.0007192346262815852,0.0,0.0009182420783311777,9.950372602479624e-09,0.0009182520287037802,9.950372602479626e-08,0.0009183415820572025,9.950372602479624e-07,0.0009192371155914257
19063.909698996657,953195.4849498328,4.022376210743001,0.00020111881053715006,0.0007268653060229976,0.0,0.0009279841165601476,1.0055940526857502e-08,0.0009279941725006745,1.0055940526857504e-07,0.0009280846759654162,1.0055940526857504e-06,0.0009289897106128333
19164.240802675584,958212.0401337792,4.06482620344336,0.000203241310172168,0.0007345362510858714,0.0,0.0009377775612580395,1.0162065508608399e-08,0.0009377877233235481,1.0162065508608401e-07,0.0009378791819131256,1.01620655086084e-06,0.0009387937678089004
19264.571906354515,963228.5953177257,4.107499019092928,0.00020537495095464638,0.0007422474614702072,0.0,0.0009476224124248536,1.026874754773232e-08,0.0009476326811724013,1.0268747547732321e-07,0.0009477250999003309,1.026874754773232e-06,0.0009486492871796268
19364.903010033446,968245.1505016723,4.150394657691707,0.00020751973288458533,0.0007499989371760048,0.0,0.0009575186700605901,1.0375986644229267e-08,0.0009575290460472343,1.0375986644229268e-07,0.0009576224299270324,1.0375986644229268e-06,0.000958556268725013
19465.234113712373,973261.7056856187,4.193513119239691,0.0002096756559619846,0.0007577906782032639,0.0,0.0009674663341652485,1.0483782798099228e-08,0.0009674768179480465,1.048378279809923e-07,0.0009675711719932294,1.048378279809923e-06,0.0009685147124450584
19565.565217391304,978278.2608695652,4.236854403736887,0.00021184272018684433,0.0007656226845519848,0.0,0.000977465404738829,1.0592136009342216e-08,0.0009774759968748385,1.0592136009342217e-07,0.0009775713260989226,1.0592136009342216e-06,0.0009785246183397632
19665.896321070235,983294.8160535117,4.28041851118329,0.0002140209255591645,0.0007734949562221676,0.0,0.0009875158817813322,1.0701046277958227e-08,0.0009875265828276102,1.0701046277958227e-07,0.0009876228922441118,1.0701046277958227e-06,0.000988585986409128
19766.227424749162,988311.3712374581,4.3242054415789015,0.00021621027207894506,0.0007814074932138117,0.0,0.0009976177652927568,1.0810513603947253e-08,0.0009976285758063607,1.0810513603947255e-07,0.0009977258704287962,1.0810513603947255e-06,0.0009986988166531515
19866.558528428093,993327.9264214047,4.368215194923724,0.00021841075974618617,0.0007893602955269181,0.0,0.0010077710552731042,1.092053798730931e-08,0.0010077819758110916,1.0920537987309311e-07,0.0010078802606529773,1.092053798730931e-06,0.0010088631090718351
19966.889632107024,998344.4816053512,4.412447771217754,0.00022062238856088766,0.0007973533631614859,0.0,0.0010179757517223735,1.1031119428044384e-08,0.0010179867828418016,1.1031119428044385e-07,0.001018086062916654,1.1031119428044384e-06,0.001019078863665178
20067.22073578595,1003361.0367892976,4.456903170460991,0.00022284515852304953,0.0008053866961175154,0.0,0.0010282318546405648,1.1142257926152476e-08,0.001028242996898491,1.1142257926152478e-07,0.0010283432772198262,1.1142257926152477e-06,0.00102934608043318
20167.551839464883,1008377.5919732441,4.5015813926534385,0.00022507906963267193,0.0008134602943950068,0.0,0.0010385393640276787,1.1253953481633595e-08,0.0010385506179811602,1.1253953481633597e-07,0.001038651903562495,1.1253953481633597e-06,0.001039664759375842
20267.882943143813,1013394.1471571906,4.546482437795095,0.00022732412188975474,0.0008215741579939599,0.0,0.0010488982798837147,1.1366206094487738e-08,0.0010489096460898093,1.136620609448774e-07,0.0010490119419446595,1.1366206094487739e-06,0.0010500349004931634
20368.21404682274,1018410.702341137,4.591606305885959,0.00022958031529429792,0.0008297282869143745,0.0,0.0010593086022086724,1.1479015764714897e-08,0.001059320081224437,1.1479015764714899e-07,0.0010594233923663194,1.1479015764714897e-06,0.0010604565037851438
20468.54515050167,1023427.2575250836,4.636952996926034,0.0002318476498463017,0.0008379226811562509,0.0,0.0010697703310025527,1.1592382492315085e-08,0.001069781923385045,1.1592382492315087e-07,0.0010698862548274759,1.1592382492315087e-06,0.0010709295692517841
20568.876254180603,1028443.8127090301,4.682522510915316,0.0002341261255457658,0.0008461573407195893,0.0,0.0010802834662653551,1.170630627728829e-08,0.0010802951725716323,1.1706306277288292e-07,0.001080400529328128,1.1706306277288292e-06,0.001081454096893084
20669.20735785953,1033460.3678929765,4.728314847853806,0.0002364157423926903,0.0008544322656043891,0.0,0.0010908480079970793,1.1820787119634515e-08,0.0010908598287841988,1.1820787119634517e-07,0.0010909662158682756,1.1820787119634515e-06,0.0010920300867090429
20769.53846153846,1038476.923076923,4.774330007741506,0.00023871650038707532,0.0008627474558106508,0.0,0.001101463956197726,1.1935825019353765e-08,0.0011014758920227454,1.1935825019353767e-07,0.0011015833144479195,1.1935825019353766e-06,0.0011026575386996614
20869.869565217392,1043493.4782608696,4.820567990578416,0.00024102839952892084,0.0008711029113383743,0.0,0.0011121313108672952,1.205141997644604e-08,0.0011121433622872717,1.2051419976446041e-07,0.0011122518250670597,1.2051419976446042e-06,0.0011133364528649397
20970.20066889632,1048510.0334448159,4.867028796364532,0.0002433514398182266,0.0008794986321875592,0.0,0.0011228500720057858,1.2167571990911331e-08,0.0011228622395777767,1.216757199091133e-07,0.001122971747725695,1.2167571990911331e-06,0.0011240668292048768
