feature,residual_mean,non_residual_mean,cohen_d_proxy
dummy_suppression,0.9120094037343882,0.29890199131728645,3.4821117829100765
geometry_reversal,0.8751616571933328,0.02915090008471877,3.2858492320394515
resonance_alignment,0.8756506296861535,0.38952712960375235,2.5648743718823055
repeatability,0.9198120717049094,0.5231174794342586,2.1444559806912924
phase_promptness,0.8958639683506314,0.5232353689125414,1.9134000593518847
pressure_survival,0.9138898614018951,0.5773266120022045,1.4112922391748919
snr,6.497031510904729,6.117007015094494,0.11319809614624063
cable_sensitivity,0.08438079399099505,0.3727068330450734,-1.3712579867106172
thermal_lag_score,0.08539287091288429,0.4050063140722243,-1.4742846925498485
