voltage_V,E_V_per_m,F_Migliorero_Musha_N,kgf_Migliorero_Musha,F_electrostatic_pressure_internal_N,kgf_electrostatic_pressure_internal,F_EHD_air_schematic_N,F_EVRT_residual_chi_1e-4_N
10933.110367892976,10933110.367892975,166.93439548750388,17.02257095822772,89773846.05605762,9154384.632474659,1.195329023165289e-10,8977.384605605763
11264.214046822743,11264214.046822742,171.98991863013555,17.538090849590386,95293692.57922219,9717252.331756735,1.268825180926388e-10,9529.36925792222
11595.317725752508,11595317.725752508,177.04544177276722,18.05361074095305,100978211.33556241,10296911.925638461,1.3445139316115033e-10,10097.82113355624
11926.421404682273,11926421.404682273,182.10096491539886,18.569130632315712,106827402.32507816,10893363.414119823,1.4223952752206347e-10,10682.740232507816
12257.52508361204,12257525.08361204,187.15648805803053,19.084650523678377,112841265.5477696,11506606.79720084,1.5024692117537834e-10,11284.126554776962
12588.628762541804,12588628.762541804,192.21201120066215,19.600170415041035,119019801.00363663,12136642.074881498,1.584735741210948e-10,11901.980100363666
12919.732441471571,12919732.441471571,197.26753434329385,20.1156903064037,125363008.6926793,12783469.247161804,1.6691948635921298e-10,12536.300869267932
13250.836120401336,13250836.120401336,202.32305748592546,20.63121019776636,131870888.61489756,13447088.314041754,1.7558465788973276e-10,13187.088861489758
13581.939799331103,13581939.799331103,207.37858062855716,21.146730089129026,138543440.77029148,14127499.275521355,1.8446908871265423e-10,13854.344077029149
13913.043478260868,13913043.478260867,212.43410377118877,21.662249980491687,145380665.15886098,14824702.131600596,1.935727788279773e-10,14538.066515886096
14244.147157190635,14244147.157190634,217.48962691382047,22.177769871854352,152382561.78060615,15538696.88227949,2.0289572823570205e-10,15238.256178060616
14575.2508361204,14575250.8361204,222.54515005645212,22.693289763217013,159549130.6355269,16269483.527558025,2.1243793693582842e-10,15954.91306355269
14906.354515050167,14906354.515050167,227.6006731990838,23.208809654579678,166880371.7236233,17017062.06743621,2.2219940492835652e-10,16688.037172362332
15237.458193979932,15237458.193979932,232.65619634171543,23.72432954594234,174376285.04489523,17781432.50191403,2.3218013221328619e-10,17437.628504489527
15568.561872909699,15568561.872909699,237.7117194843471,24.239849437305004,182036870.59934288,18562594.83099151,2.4238011879061755e-10,18203.687059934287
15899.665551839464,15899665.551839463,242.76724262697874,24.755369328667665,189862128.3869661,19360549.05466863,2.5279936466035055e-10,18986.21283869661
16230.76923076923,16230769.23076923,247.8227657696104,25.27088922003033,197852058.40776497,20175295.1729454,2.6343786982248523e-10,19785.2058407765
16561.872909698995,16561872.909698995,252.87828891224203,25.786409111392988,206006660.66173938,21006833.185821805,2.7429563427702147e-10,20600.66606617394
16892.97658862876,16892976.58862876,257.9338120548737,26.301929002755656,214325935.1488895,21855163.093297865,2.8537265802395943e-10,21432.59351488895
17224.08026755853,17224080.26755853,262.98933519750545,26.817448894118325,222809881.8692153,22720284.89537358,2.966689410632991e-10,22280.98818692153
17555.183946488294,17555183.946488295,268.04485834013707,27.332968785480983,231458500.82271656,23602198.592048924,3.0818448339504037e-10,23145.850082271656
17886.28762541806,17886287.62541806,273.1003814827687,27.84848867684364,240271792.0093935,24500904.18332392,3.1991928501918324e-10,24027.179200939354
18217.391304347824,18217391.304347824,278.1559046254003,28.3640085682063,249249755.4292461,25416401.669198565,3.318733459357277e-10,24924.97554292461
18548.49498327759,18548494.98327759,283.21142776803197,28.879528459568963,258392391.08227417,26348691.049672842,3.4404666614467393e-10,25839.239108227423
18879.598662207358,18879598.662207358,288.2669509106637,29.395048350931635,267699698.9684781,27297772.32474679,3.5643924564602186e-10,26769.96989684781
19210.702341137123,19210702.341137122,293.3224740532953,29.910568242294293,277171679.0878575,28263645.49442037,3.6905108443977136e-10,27717.16790878575
19541.806020066888,19541806.020066887,298.3779971959269,30.42608813365695,286808331.44041246,29246310.558693588,3.8188218252592253e-10,28680.833144041255
19872.909698996653,19872909.698996652,303.4335203385586,30.941608025019615,296609656.0261431,30245767.517566457,3.9493253990447526e-10,29660.965602614317
20204.01337792642,20204013.37792642,308.48904348119027,31.45712791638228,306575652.84504944,31262016.371038985,4.082021565754298e-10,30657.565284504944
20535.117056856187,20535117.056856185,313.54456662382194,31.972647807744945,316706321.8971313,32295057.119111147,4.216910325387859e-10,31670.632189713135
20866.22073578595,20866220.73578595,318.60008976645355,32.4881676991076,327001663.18238884,33344889.76178296,4.3539916779454364e-10,32700.16631823888
